"Coauthor","Paper","Journal","AuthorID","PaperID"
"SaisanthoshBalakrishnan;JongHyukPark;HyungsukKim;Yu-MinLee;CharlieChung-PingChen"," Linear Time Hierarchical Capacitance Extraction Without Multipole Expansion, ","International Conference Computer Design ICCD International Conference Computer Design","11","26"
"YahongCao;Yu-MinLee;Tsung-HaoChen;CharlieChung-PingChen"," HiPRIME: Hierarchical and Passivity Reserved Interconnect Macromodeling Engine for RLKC Power Delivery, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","11","27"
"CharlieChung-PingChen;NarayananMurugesan;Tae-WooLee;SusanCHagness"," FDTD-ADI: An Unconditionally Stable Full Wave Maxwell Equation Solver for VLSI Modeling, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","11","28"
"Tsung-HaoChen;CharlieChung-PingChen"," Efficient Large-Scale Power Grid Analysis Based on Preconditioned Krylov-Subspace Iterative Methods, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","11","29"
"Chung-PingChen;DFWong"," A Fast Algorithms for Optimal Wire-Sizing under the Elmore Delay Model, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems","11","30"
"Chung-PingChen;ChrisCNChu;DFWong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","11","31"
"PradeepsunderGanesh;CharlieChung-PingChen"," RC-in RC-out Model Order Reduction Accurate Up to Second Order Moments, ","International Conference Computer Design ICCD International Conference Computer Design","11","32"
"Chung-PingChen;ChrisCNChu;DFWong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","11","33"
"RongJiang;Tsung-HaoChen;CharlieChung-PingChen"," PODEA: POwer Delivery Efficient Analysis Realizable Model Reduction, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems","11","34"
"Chung-PingChen;Yao-WenChang;DFWong"," Fast performance-driven optimization for buffered clock trees based on Lagrangian relaxation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","11","35"
"RongJiang;CharlieChung-PingChen"," Realizable Reduction for Electromagnetically Coupled RLMC Interconnects, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe","11","36"
"Tsung-HaoChen;YahongCao;Yu-MinLee","HiPRIME: hierarchical and passivity reserved interconnect macromodeling engine for RLKC power delivery ","DAC Design Automation Conference","11","37"
"RongJiang;CharlieChung-PingChen"," SCORE: SPICE Compatible Reluctance Extraction, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe","11","38"
"HyungsukKim;CharlieChung-PingChen"," Be Careful of Self and Mutual Inductance Formulae, ","","11","39"
"HyungsukKim;JongHyukPark;SaisanthoshBalakrishnan;Yu-MinLee","Linear Time Hierarchical Capacitance Extraction without Multipole Expansion ","ICCD International Conference Computer Design","11","40"
"Yu-minLee;CharlieChung-PingChen"," Hierarchical model order reduction for signal-integrity driven interconnect synthesis, ","Great Lakes Symposium VLSI Very Large Scale Integration GLSVLSI","11","41"
"Yu-MinLee;CharlieChung-PingChen"," Power Grid Transient Simulation in Linear Time Based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","11","42"
"Yu-MinLee;CharlieChung-PingChen"," Power Grid Transient Simulation in Linear Time based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","11","43"
"Yu-MinLee;CharlieChung-PingChen;DFWong"," Optimal Wire-sizing Function under the Elmore Delay Model Bounded Wiresizes, ","IEEE Transactions Circuits Systems I TCAS I pp","11","44"
"Yu-MinLee;HingYinLai;CharlieChung-PingChen"," Optimal spacing and capacitance padding for general clock structures, ","Asian and South Pacific Design Automation Conference ASP DAC Design Automation Conference","11","45"
"Yu-MinLee;CharlieChung-PingChen"," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe","11","46"
"Yu-MinLee;CharlieChung-PingChen"," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","11","47"
"ClementLuk;CharlieChung-PingChen"," Efficient Inductance Extraction for On-chip Interconnects, ","","11","48"
"NMenezes;Chung-PingChen"," Spec-based Repeater Insertion and Wire-Sizing for On-chip Interconnect, ","Twelfth International Conference VLSI Very Large Scale Integration Design","11","49"
"NarayananMurugesan;SusanCHagness;Tae-WooLee","Generalized FDTD-ADI: An Unconditionally Stable Full-Wave Maxwell's Equations Solver for VLSI Interconnect Modeling ","ICCAD International Conference Computer Aided Design","11","50"
"Jeng-LaingTsai;Tsung-HaoChen;CharlieChung-PingChen"," Zero-Skew Clock-Tree Optimization Buffer-Insertion/Sizing and Wire-Sizing, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD","11","51"
"Jeng-LaingTsai;Tsung-HaoChen;CharlieChung-PingChen"," Epsilon-Optimal Zero-Skew Clock Tree Wire-Sizing in Pseudo-Polynomial Time, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design","11","52"
"Ting-YuanWang;CharlieChung-PingChen"," -D Thermal-ADI: a linear-time chip level transient thermal simulator, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","11","53"
"Ting-YuanWang;Yu-MinLee;CharlieChung-PingChen"," D Thermal-ADI: An Efficient Chip-Level Transient Thermal Simulator, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design Best Paper Award","11","54"
"CLPChen"," Setup Generation and Feature Sequencing Using an Unsupervised Learning Algorithm, ","Neural Networks Design and Manufacturing Edited by J Wang and Yoshiyasu Takefuji World Scientific Publisher Inc","12","55"
"CLPChen;CAWichman"," A Systematic Approach for Design and Planning of Mechanical Assemblies, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing","12","56"
"CLPChen"," Automatic Generation Assembly Sequences by Pattern-Matching, ","IEEE Trans Systems Man and Cybernetics SMC","12","57"
"CLChen;CSGLee;CDMcGillem"," Task Assignment and Load Balancing of Autonomous Vehicles in a Flexible Manufacturing System, ","IEEE Transaction Robotics and Automation RA","12","58"
"CDagli;MAkay;CLPhilipChen;BRFernandez;JGhosh"," Intelligent Engineering Systems Through Artificial Neural Networks: Fuzzy Logic and Evolutionary Programming "," ASME Press","12","59"
"CDagli;MAkay;CLPhilipChen;BRFernandez;JGhosh"," Smart Engineering System Design: Neural Networks, Fuzzy Logic, and Evolutionary Programming "," ASME Press","12","60"
"PingGuo;CLPhilipChen;MichaelRLyu"," Cluster Number Selection for a Small Set of Samples using the Bayesian Ying-Yang Model "," IEEE Transactions Neural Networks","12","61"
"PGuo;AASAwwal;CLPChen"," Dynamics of a Coupled Double-Cavity Optical Interference Filter, ","Journal of Modern Optics","12","62"
"T-HGuo;DLMatternLCJaw;CLPChen"," Model-Based Sensor Validation for a Turbofan Engine Using Auto-Associative Neural Networks "," Journal of Smart Engineering Systems and Francis","12","63"
"PingGuo;CLPhilipChen"," Regularization Parameter Estimation Based on Bayesian-Kullback Data Smoothing Theory for Feedforward Neural Networks "," IEEE Trans Systems Man and Cybernetics Part B","12","64"
"","","Integration of Rule Based and Neural Network for Assembly Planning","12","65"
"","* An Integration of Design and Manufacturing: A Learning-Based Approach","","12","66"
"","* A Rapid Stepwise Learning Algorithm for Flat Neural Networks and Self-Architecting Functional Basis Neural Networks","","12","67"
""," Solving Sequences of Interactive Features Using the Episodal Associative Memory, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing","12","68"
"HNAl-Kamhawi;CLPChen;SRLeClair"," Feature Sequencing in the Rapid Design System Using a Genetic Algorithm, ","Journal of Intelligence Manufacturing","12","69"
"ChandrakumarBhumireddy","A Genetic Learning Algorithm for Generating a Parsimonious Functional Link Network ","Neural Networks and Computational Intelligence","12","70"
"CLPChen"," Design of a Real-Time AND/OR Assembly Schedule on an Optimization Neural Network, ","Journal of Intelligent Manufacturing T E Westhoven C L P Chen Y H Pao and S R LeClair","12","71"
"CLChen;CSGLee;ESHHou"," Efficient Scheduling Algorithm for Robot Inverse Dynamics Computation on a Multiprocessor System, ","IEEE Trans Systems Man and Cybernetics SMC","12","72"
"CLPChen;YLu"," FUZZ: A Fuzzy-Based Concept Formation System that Integrates Human Categorization and Numerical Clustering, ","IEEE Trans Systems Man and Cybernetics B","12","73"
"QHe;HLi;CLPhilipChen;ESLee"," Extension Principles and Fuzzy Set Categories "," International Journal of Computers and Mathematics Applications Pergamon Press","12","74"
"StevenRLeClair;Yoh-HanPao","An incremental adaptive implementation of functional-link processing for function approximation, time-series prediction, and system identification ","Neurocomputing","12","75"
"StevenRLeClair","Integration of design and manufacturing: solving setup generation and feature sequencing using an unsupervised-learning approach ","Computer Aided Design","12","76"
"CSGLee;CLChen"," Efficient Mapping Algorithms for Scheduling Robot Inverse Dynamics Computation on a Multiprocessor System, ","IEEE Trans Systems Man and Cybernetics SMC","12","77"
"HLi;CLPhilipChen"," DFE Method of Fuzzy Decision-Making: An Approach Based on Factor Spaces Theory, ","Fuzzy Sets and Systems Elsevier Science","12","78"
"HLi;CLPhilipChen;ESLee"," Factor Spaces Theory and Fuzzy Information Processing: Fuzzy Decision Making Based on the Concepts of Feedback Extension "," International Journal of Computers and Mathematics Applications Pergamon Press","12","79"
"HLi;CLPhilipChen;VCYen;ESLee"," Factor Spaces Theory and its Applications to Fuzzy Information Processing: Two Kinds of Factor Space Canes "," International Journal of Computers and Mathematics Applications Pergamon Press","12","80"
"HongXingLi;CLPhilipChen;Han-PangHuang"," Fuzzy Neural Intelligent Systems: Mathematical Foundation and Application to Engineering "," CRC Press ISBN pages","12","81"
"HLi;CLPhilipChen;ESLee"," Mathematical Essence and Structures of Neural Networks and Fuzzy Neural Networks -- Part : On Functional-Link Neural Networks, ","International Journal of Mathematical Analysis and Applications","12","82"
"HLi;CLPhilipChen;ESLee"," Mathematical Essence and Structures of Neural Networks and Fuzzy Neural Networks -- Part : On Forward Neural Networks, ","International Journal of Mathematical Analysis and Applications","12","83"
"HLi;CLPhilipChen"," The Equivalence Between Fuzzy Logic Systems and Feedback Forward Neural Networks "," IEEE Trans Neural Networks","12","84"
"HLi;CLPhilipChen"," The Interpolation Mechanism of Fuzzy Control and its Relationship to PID Control "," International Journal of Fuzzy Systems","12","85"
"MichaelRLyu;PingGuo","Regularization parameter estimation for feedforward neural networks ","IEEE Transactions Systems Man and Cybernetics Part B","12","86"
"VincentASchmidt","Extracting Rules From the Aggregate feedforward Neural Network ","IC AI Artificial Intelligence","12","87"
"VASchmidt;CLPhilipChen"," Using the Aggregate Feedforward Neural Network for Rule Extraction "," International Journal of Fuzzy Systems","12","88"
"YanWang;YangXiao","An Optimal Distributed Call Admission Control for Adaptive Multimedia in Wireless/Mobile Networks ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","12","89"
"YangXiao;CLPhilipChen;BWang"," Bandwidth Degradation QoS for Adaptive Multimedia in Wireless/Mobile Networks "," Computer Communications Elsevier Science","12","90"
"YangXiao;CLPhilipChen;YanWang"," Call Admission Control and Bandwidth Reallocation Algorithm for Multi-Classes of Adaptive Multimedia Services in Wireless/Mobile Networks "," Multiaccess Mobility and Teletraffic for Wireless Communications Volume Edited by Gordon L St ber and Bijan Jabbari Kluwer Academic Publishers","12","91"
"YangXiao","QoS for Adaptive Multimedia in Wireless/Mobile Networks ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","12","92"
"YangXiao;CLPhilipChen;YanWang"," Optimal Admission Control for Multi-Class of Wireless Adaptive Multimedia Services "," IEICE Transactions Communications Special Issue Multimedia communications E B","12","93"
"CLPChen;SXie"," A Freedhand Drawing System using Fuzzy Concepts, ","Computer Aided Design Volume Number","12","94"
"CLPChen;YCao;SRLeClair"," Materials structure-property prediction using a Self-Architecting Neural Network, ","Journal of Alloys and Compounds","12","95"
"CLPChen;SXie;AFuzzyFreedhandDrawingSystem"," in Fuzzy Information Engineering: A Guided Tour of Applications, Edited by D Dubois, H Prade, and R Yager, John Wiley & Sons, - , ","","12","96"
"CLPChen;SRLeClair;Y-HPao"," An Incremental Adaptive Implementation of Functional-Link Process: for Function Approximation, Time-Series Prediction, and System Identification, ","Neurocomputing an International Journal","12","97"
"CLPChen;SRLeClair"," An Integration of Design and Manufacturing: Solving Setup Generation and Feature Sequencing Using Unsupervised Learning Approach, ","Computer Aided Design","12","98"
"CLPChen;YHPao"," An Integration of Neural Network and Rule-Based Systems for Design and Planning of Mechanical Assemblies, ","IEEE Trans Systems Man and Cybernetics SMC","12","99"
"Y-CLPhilipChen"," Proper Clamping Sequences in the Fixturing of Prismatic Workpieces, ","Engineering Design and Automation CRC Press","12","100"
"CLPChen;JZWan"," A Rapid Learning and Dynamic Stepwise Updating Algorithm for Flat Neural Networks and its Application to Time-Series Prediction, ","IEEE Trans Systems Man and Cybernetics","12","101"
"SenXie","Freehand drawing system using a fuzzy logic concept ","Computer Aided Design","12","102"
"CLPChen"," A Rapid Supervised Learning Neural Network for Function Interpolation and Approximation, ","IEEE Trans Neural Networks","12","103"
"Qing-WenYan;ZeshengTang","Efficient algorithm for the reconstruction of D objects from orthographic projections ","Computer Aided Design","12","104"
"CLPChen;SRLeClair;Y-HPao"," A Rapid Supervised Learning Neural Network for Function Approximation and Time-Series Prediction using Adaptive Functional-Link Neural Network, ","Journal of Mathematical Modeling and Scientific Computing Principia Scientia","12","105"
"QWYan;CLPChen;ZTang"," An Efficient Algorithm for Automatic Reconstruction of -D Objects from Orthographic Projections, ","Computer Aided Design","12","106"
"","A necessary condition for a graph to be the visibility graph of a simple polygon ","Theor Comput Sci","13","107"
"","Any Maximal Planar Graph with Only One Separating Triangle is Hamiltonian ","Journal of Combinatorial Optimization","13","108"
"RobinChi-FengChan;Zhi-XinHong","A simple algorithm to find the steps of double-loop networks ","Discrete Applied Mathematics","13","109"
"Chin-ChenChang","Connected Proper Interval Graphs and the Guard Problem in Spiral Polygons ","Combinatorics and Computer Science","13","110"
"GJChang;YChen","Vertex and tree arboricity of graphs, to","appear Journal of Combinatorial Optimization","13","111"
"Ruei-ChuanChang","On the Minimality of Polygon Triangualtion ","BIT","13","112"
"KWu","Disproving a conjecture on planar visibility graphs,","Theoretical Computer Science","13","113"
"FKHwang","Equivalent L-shapes of double-loop networks for the degenerate case,","Journal of Interconnection Networks","13","114"
"FKHwang","Equivalent nondegenerate L-shapes of double-loop networks,","Networks V","13","115"
"","A necessary condition for a graph to be the visibility graph of a simple polygon,","Theoretical Computer Sciencece","13","116"
"",", On some polygon decomposition problems,","Ph D dissertation","13","117"
"RCChang",", On the minimality of polygon triangulation,","Bit","13","118"
"","Any maximal planar graph only one separating triangle is Hamiltonian,"," Journal of Combinatorial Optimization","13","119"
"CCChang;GJChang",", Proper interval graphs and the guard problem, ","Discrete Mathematics","13","120"
"FKHwang",", The minimum distance diagram of double-loop networks,","IEEE Transactions Computers","13","121"
"FKHwang;JSLee;SJShih","The existence of hyper-L triple loop networks,"," Discrete Mathematics","13","122"
"LHHsu;EYJean","A class of additive multiplicative graph functions, Di","Discrete Mathematics","13","123"
"FKHwang","Equivalent L-Shapes of Double-Loop Networks for the Degenerate Case ","Journal of Interconnection Networks","13","124"
"FKHwang;MMLiao",", Supermodularity in various partition problems,","Journal of Global Optimization V","13","125"
"FKHwang","The Minimum Distance Diagram of Double-Loop Networks ","IEEE Trans Computers","13","126"
"Shiou-YiLin","Planar Visibility Graphs ","CCCG Canadian Conference Computational Geometry","13","127"
"KaipingWu","Disproving a conjecture on planar visibility graphs ","Theor Comput Sci","13","128"
"JKGuo;CHChen;JDLee;JMTsai"," D Image Reconstruction of Brain Blood Vessels from Angiograms, ","Computers Mathematics Applications","14","129"
"Jinn-KweiGuo;Rein-LienHsu;Yung-NienSun","Detecting Corners of Polygonal and Polyhedral Objects ","CAIP Computer Analysis of Images and Patterns","14","130"
"JKKuo;CHChen;JDLee"," Multi-Polyhedron Reconstruction in a Three-View System Using Relaxation, ","Signal Processing","14","131"
"Chi-SungLaih;Jau-YienLee;LeinHarn","A New Scheme for ID-Based Cryptosystems and Signature ","INFOCOM The Conference Computer Communications","14","132"
"JSLee;CHChen;YNSun"," Occluded Object recognition Using Multiscale Features and Hopfield Neural Networks, ","Pattern Recognition","14","133"
"JLWu;CHChen;CFChen;g"," Numerical Inversion of Laplace Transform Using Haar Wavelet Operational Matrices "," g IEEE Trans Circuits and Systems Part C C Chang S M Liang Y R Pu C H Chen I Manousakas T","14","134"
"gLee"," D Registration of SPECT and CT Images for Liver Diagnosis "," g ICEMI Beijing","14","135"
"KHWu;CHChen;JDLee;JMKo"," Path Planning and Prototype Design of an AGV, ","Mathematical and Computer Modelling","14","136"
"Jau-YienLee;Jiann-DerLee;Yuan-ChiuanYou","Determining Location and Orientation of A Labelled Cylinder Using Point-Pair Estimation Algorithm ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence","14","137"
"KHWu;CHChen;JDLee"," A Ring-Cache Genetic Algorithm for Tuning Reliable Fussy Logic Controller, "," IEEE International Conference SMC U S A","14","138"
"DLYang;CHChen"," A Bit Level Systolic Array for Bidirectional Associate Memories , ","SCI Scalable Coherent Interface Caracas","14","139"
"DLYang;CHChen;gDa"," Data Dependence Analysis and Bit-Level Systolic Arrays of the Median Filter "," g IEEE Trans Circuits and Systems for Video Technology","14","140"
"CIYu;Chun-HanChen;Jinn-KweiGuo;Yen-ChingYu;Yung-NienSun"," -D Cerebral Vessel Reconstruction from Angiograms ","CAIP Computer Analysis of Images and Patterns","14","141"
"JDLee;CHChen;JYLee"," A New Algorithm for Two-Dimentional Object Inspection Using String Matching, ","Mathematical and Computer Modeling","14","142"
"CYLin;CHChen"," A Genetic Grey-Based Neural Networks Wavelet Transforms for Search of Optimal Codebooks "," g IEICE Trans Information and Systems E A","14","143"
"CYLin;CHChen;JSLin;g"," VQ Codebook Design Using a Genetic Competitive Learning Network, ","g The th IPPR Conference Computer Vision Graphics and Image Processing","14","144"
"WHLin;CHChen;JSLee;YNSun"," Multiscale Object Recognition Under Affine Transformation, ","IEICE IS E D","14","145"
"WHLin;JSLee;CHChen;YNSun"," A New Multisale Based Shape Recognition Method, ","Signal Processing","14","146"
"WHLin;CHChen;JSLee;g"," Application of Wavelet Etrema to D Object Recognition Angle Change, ","g th Multimedia Technology and Application Symposium MTAS Kaohsiung R O C","14","147"
"Jzau-ShengLin;Wen-YuanChen","A Robust Multiple Watermarking Scheme for Still Image using DWT, DCT and Spread Spectrum ","JCIS Joint Conference Information Sciences","14","148"
"Chi-YuanLin;Ruey-MawChen","A Spread Neural Network with Fuzzy Clustering Technique Applied to Color Image Coding in the MDT Domain ","ICPADS International Conference Parallel and Distributed Systems","14","149"
"Chih-MingTsai;Jing-WeinWang;Wei-MingChien","Texture classification using non-separable two-dimensional wavelets ","Pattern Recognition Letters","14","150"
"Guan-ShuTseng;Jiann-ShuLee;Yung-NienSun","Occluded Objects Recognition Using Multiscale Features and Hopfield Neural Networks ","ICIAP","14","151"
"TMTu;CHChen"," Fast Classification Scheme for Hyperspectral Imagery, ","Proceedings of the National Science Council Republic of Part A Physical Science and Engineering","14","152"
"TMTu;CHChen;JLWu;CIChang"," Fast Two-Stage Classification Method for High Dimensional Remote Sensing Data "," g IEEE Trans Geoscience and Remote Sensing","14","153"
"TMTu;CHChen;CIChang"," Noise Subspace Projection Approach to Target Signature Detection and Extraction in Unknown Background for Hyperspectral Images "," g IEEE Trans Geoscience and Remote Sensing","14","154"
"TMTu;CHChen;CIChang"," A Posteriori Least Squares Orthogonal Subspace Projection Approach to Desired Signature Extraction and Detection, ","IEEE Trans Geoscience and Remote Sensing","14","155"
"CCWang;CHChen"," Classified Vector Quantization for Image Compression Using Direction Classification "," g IEICE Trans Fundamentals of ECCS E A","14","156"
"CCWang;CHChen;KYWang;g"," Classified Vector Quantization Using Direction Classification ","g International Computer Symposium Workshop IPPR","14","157"
"JWWang;CHChenJSPan"," D nonseparable Wavelet Frames for Texture Segmentation Using Genetic Algorithms, ","International Workshop Wavelets and Statistics North Carolina U S A","14","158"
"JWWang;CHChen"," Genetic Feature Selection for Texture Classification Using D Nonseparable Wavelet Bases, ","IEICE Trans Fundamentals of ECCS E A","14","159"
"CCWang;CHChen;g"," A High-Fidelity Image Coding Technique for Multimedia Applications, ","g International Conference Computer Systems Technology for Industrial Applications Internet and Multimedia Tsinchu ROC","14","160"
"CCWang;CHChen;CTWong;g"," Low Complexity Fractal-Based Image Compression, ","g National Symposium Communication p","14","161"
"CCWang;CHChen;gLo"," Low Complexity Fractal-Based Image Compression Using Two-Stage Search Strategy "," g Optical Engineering","14","162"
"CCWang;CHChen;IHChen"," Modified VQ-BTC Algorithm for Image Compression "," g Electronics Letters","14","163"
"CCWang;CHChen;CHHsieh"," An Edge-Preserving Image Coding System VQ, ","IEICE Trans Information and Systems E D","14","164"
"CCWang;CHChen;YDTsai;g"," A Novel Perceptual Image Coding Vector Quantization ","g th Multimedia Technology and Application Symposium MTAS Kaohsiung","14","165"
"JWWang;CHChen;WMChien;CMTsai;gTe"," Texture Classification Using Nonseperable Two Dimensional Wavelets "," g Pattern Recognition Letters","14","166"
"KHWu;CHChen;JDLee"," A Genetic Algorithm for Tuning Reliable Fuzzy System, ","The th National Conference Fussy Theory and Applications Tainan R O C","14","167"
"KHWu;CHChen;JDLee"," A Genetic Algorithm for Tuning Reliable Fussy System "," g Journal of Fuzzy Systems","14","168"
"JLWu;CHChen;CFChen"," Model Reduction via Haar Wavelets "," g Control and Intelligent Systems Vo C C Chang I Manousakas Y R Pu S M Liang C H Chen T","14","169"
"JLWu;CHChen;CFChen;g"," Model Reduction via Haar Wavelets, ","g Proceeding of the IASTED International Conference Modeling Identification and Control Innsbruck","14","170"
"JLWu;CHChen;CFChen;g"," A Unified Derivation of Operational Matrices for Integration in Systems Analysis, ","g Proceeding of IEEE International Conference Information Technology Coding and Computing","14","171"
"CHChen;JRWang;JDLee;CWMao"," Color Image Segmentation for Bladder Cancer Diagnosis, ","Mathematics and Computer Modelling","14","172"
"CHChen;JDLee;MCLin"," Classification of Underwater Signals Using Neural Networks "," g Tamkang Journal of Sciences and Engineering","14","173"
"CHChen;CYLin;JSLin;g"," A Compensated Fuzzy Competitive Learning Network Applied to Image Compression "," The Fifth Symposium Computer and Communication Technology B B","14","174"
"CHChen;TMTu;g"," A Fast Classification Method for High Dimensional Remote Sensing Images "," g SCI Scalable Coherent Interface Caracas","14","175"
"SChen;CLKuo;FMYu;ZFChu"," In Vitro Study of Ultrasound Based Real-Time Tracking of Renal Stones for Shock Wave Lithotripsy : Part "," g The Journal of Urology","14","176"
"SChen;FMYu;WHYang;YCTong;CLKuo"," In Vitro Stady of Ultrasound Based Real-Time Tracking for Renal Stones in Shock Wave Lithotripsy : Part II "," V A Simalated Animal Experiment g The Journal of Urology","14","177"
