"Coauthor","Paper","Journal","AuthorID","PaperID"
"GSutcliffe","PTTP+GLiDeS - Using Models to Guide Linear Deductions ","Baumgartner P Fermueller C Peltier N Zhang H Eds Proceedings of the CADE Conference Automated Deduction Workshop Model Computation Principles Algorithms Applications","12","12"
"GSutcliffe","System Description: PTTP+GLiDeS - Semantically Guided PTTP ","Technical Report School of Information Technology James Cook University","12","13"
"","Selecting Semantics for Use with Semantic Pruning of Linear Deductions,","McKay Bob and Slaney J editor AI Artificial Intelligence Advances Artifical Intelligence th Australian Joint Intelligence Canberra Proceedings number LNAI Springer Verlag Heidelberg","12","14"
"GeoffSutcliffe","PTTP+GLiDeS: Guiding Linear Deductions with Semantics ","Australian Joint Conference Artificial Intelligence","12","15"
"GeoffSutcliffe","System Description: PTTP+GLiDes: Semantically Guided PTTP ","CADE Conference Automated Deduction","12","16"
"SauravChatterjee","Adaptive QoS Resource Management in Dynamic Environments ","ICMCS International Conference Multimedia Computing and Systems","13","17"
"BikashSabata;SauravChatterjee","Adaptive QoS Support for Distributed, Java-Based Applications ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","13","18"
"MadhuSudan;NachumShacham","Conducting a Multiparty Multimedia Session over ATM using Hierarchically Encoded Data ","ICC International Conference Communications","13","19"
"WilliamEWeihl","Zippers: A Focus+Context Display of Web Pages ","WebNet","1","20"
"MarcNajork","Collaborative Active Textbooks ","J Vis Lang Comput","1","21"
"RobertSedgewick","Techniques for Algorithm Animation ","IEEE Software","1","22"
"MarcNajork","Obliq- D: A High-Level, Fast-Turnaround D Animation System ","IEEE Transactions Visualization and Computer Graphics","1","23"
"JohnHershberger","Color and Sound in Algorithmic Animation ","IEEE Computer","1","24"
"","Exploring Algorithms Using Balsa-II ","IEEE Computer","1","25"
"JohnHershberger","Color and Sound in Algorithm Animation ","VL Visual Languages","1","26"
"MarcNajork","Collaborative Active Textbooks: A Web-Based Algorithm Animation System for an Electronic Classroom ","VL Visual Languages","1","27"
"","Zeus: A System for Algorithm Animation and Multi-View Editing ","VL Visual Languages","1","28"
"","The SRC Algorithm Animation Festival ","VL Visual Languages","1","29"
"MarcNajork;RoopeRaisamo","A Java-Based Implementation of Collaborative Active Textbooks ","VL Visual Languages","1","30"
"MarcNajork","Algorithm Animation Using D Interactive Graphics ","ACM Symposium User Interface Software and Technology","1","31"
"","Browsing the Web with a Mail/News Reader ","ACM Symposium User Interface Software and Technology","1","32"
"KrishnaBharat","Building Distributed, Multi-User Applications by Direct Manipulation ","ACM Symposium User Interface Software and Technology","1","33"
"MarcNajork","Distributed Applets ","CHI Conference Human Factors Computing Systems Extended Abstracts","1","34"
"RobertAShillner","A new paradigm for browsing the web ","CHI Conference Human Factors Computing Systems Conference Companion","1","35"
"MarcNajork","A Library for Visualizing Combinatorial Structures ","IEEE Visualization","1","36"
"","An Introduction to Zeus: Audiovisualization of Some Elementary Sequential and Parallel Sorting Algorithms ","CHI Conference Human Factors Computing Systems","1","37"
"","WebCard = Email + News + WWW ","CHI Conference Human Factors Computing Systems Extended Abstracts","1","38"
"ManojitSarkar","Graphical Fisheye Views of Graphs ","CHI Conference Human Factors Computing Systems","1","39"
"KrishnaBharat","Building a distributed application using visual Obliq ","CHI Conference Human Factors Computing Systems Conference Companion","1","40"
"ManojitSarkar","Graphical Fisheye Views ","Commun ACM","1","41"
"MarcNajork","Distributed Active Objects ","Computer Networks","1","42"
"","Experiences Using Algorithm Animations for Teaching and Research ","ICCAL International Conference Computers and Learning","1","43"
"RobertAShillner","DeckScape: An Experimental Web Browser ","Computer Networks and ISDN Systems","1","44"
"MSBrown;WSeales","Fast Stereo Matching using Compressed Video,","Asian Conference Computer Vision ACCV Asian Conference Computer Vision Hong Kong","2","45"
"MSBrown;WWong","Laser Pointer Interaction For Camera-Registered Multi-Projector Displays,","IEEE International Conference Image Processing","2","46"
"WBSeales;CJYuan;MSBrown","Efficient Content Extraction In Compressed Images,","IEEE Workshop Content Based Access of Image and Video Libraries Part of Computer Vision and Pattern Recognition CVPR Computer Vision and Pattern RecognitioN San Juan Puerto Rico","2","47"
"MSBrown;WBSeales","Image Restoration of Arbitrarily Warped Documents"," IEEE Transactions PAMI under review","2","48"
"WBrentSeales","Fast Stereo Matching in Compressed Video ","ACCV Asian Conference Computer Vision","2","49"
"MSBrown;WBSeales","Incorporating Geometric Registration with PC-Cluster Rendering for Flexible Tiled Displays"," International Journal of Image and Graphics","2","50"
"WBrentSeales","A Practical and Flexible Tiled Display System ","Pacific Conference Computer Graphics and Applications","2","51"
"MSBrown;DTsoi","Undistorting Imaged Print Materials Using Boundary Information"," Asian Conference Computer Vision under review","2","52"
"WBrentSeales","The digital atheneum: new approaches for preserving, restoring and analyzing damaged manuscripts ","JCDL ACM IEEE Joint Conference Digital Libraries","2","53"
"MSBrown;WBSeales","A Practical and Flexible Tiled Display System,","IEEE Pacific Graphics","2","54"
"DesmondTsoi","Correcting Common Distortions in Camera-Imaged Library Materials ","JCDL ACM IEEE Joint Conference Digital Libraries","2","55"
"EElsayed;MSBrown","Cooperative Stereo: Combining Edge-Based and Area-Based Stereo,","IEEE Aerospace Conference Snow Mass","2","56"
"Y-CTsoi;MSBrown","Video Cosmetics: Computer-aided removal of blemishes from Video"," IEEE Transactions Image Processing under review","2","57"
"HenryFuchs;RuigangYang;WBrentSeales","Geometrically correct imagery for teleconferencing ","ACM Multimedia","2","58"
"DTsoi;MSBrown","Removal of Dynamic Blemishes from Video,","Asian Conference Computer Vision","2","59"
"GregWelch;HenryFuchs;HermanTowles;RameshRaskar;RuigangYang;WBrentSeales;Wei-ChaoChen","Multi-Projector Displays Using Camera-Based Registration ","IEEE Visualization","2","60"
"GregWelch;HenryFuchs;HermanTowles;RameshRaskar","Projected Imagery in Your Office of the Future ","IEEE Computer Graphics and Applications","2","61"
"GWelch;HFuchs;RRaskar;MSBrown;HTowles","Projected Imagery In Your Office in the Future,","IEEE Computer Graphics and Applications","2","62"
"DavidGotz;HermanTowles;JustinHensley;RuigangYang","PixelFlex: A Reconfigurable Multi-Projector Display System ","IEEE Visualization","2","63"
"ChristopherOJaynes;StephenBWebb;WBrentSeales","Building large-format displays for digital libraries ","Commun ACM","2","64"
"COJaynes;SBWebb;WBSeales;MSBrown;RWSteel","Dynamic Shadow Removal from Front Projection Display,","IEEE Visualization","2","65"
"ChristopherOJaynes;RMattSteele;StephenBWebb;WBrentSeale","Dynamic Shadow Removal from Front Projection Displays ","IEEE Visualization","2","66"
"RYang;MSBrown;WBSeales;HFuchs","Geometrically Correct Imagery for Teleconferencing,","ACM Multimedia st","2","67"
"SMichael","Building Large Format Displays"," EUROGRAPHICS Organizer Aditi Majumder UC","2","68"
"RYang;MSBrown","PixelFlex: A Reconfigurable, Multi-projector Display System,","IEEE Visualization","2","69"
"SMichael","Digital Libraries"," Multimedia Information Retrieval and Management","2","70"
"SMichael","Large-Scale Displays for the Masses: Recent Techniques for Building Affordable and Flexible Tiled Displays"," SIGGRAPH Special Interest Group Computer Graphs Organizer Aditi Majumder UC","2","71"
"RRaskar;MSBrown","Seamless Camera-Registered Multi-Projector Display over Irregular Surfaces,","IEEE Visualization San Francisco","2","72"
"WBrentSeales","Beyond D images: effective D imaging for library materials ","ACM DL Digital Libraries","2","73"
"WBrentSeales","Document Restoration Using D Shape: A General Deskewing Algorithm for Arbitrarily Warped Documents ","ICCV International Conference Computer Vision","2","74"
"MSBrown","Building Large Format Displays for Digital Libraries,","Communications of the ACM Special Issue Digital Libraries","2","75"
"MSBrown;WBSeales","Beyond D Images: Effective D Imaging for Library Materials,"," th ACM Conference Digital Libraries","2","76"
"MSBrown;RDYang","Computer-Assisted Visualization and Analysis of Scholarly Manuscripts,","IS T Visualization and Data Analysis VDA","2","77"
"MSBrown;DTsoi","Correcting Common Distortions in Camera-Imaged Library Materials,","IEEE and ACM JCDL ACM IEEE Joint Conference Digital Libraries","2","78"
"MSBrown;Y-CTsoi","Correcting Distortions in Imaged Print Materials using Boundary Interpolation"," International Journal of Image and Graphics","2","79"
"MSBrown;WBSeales;KKiernan;JGriffioen"," D Acquisition and Restoration of Medieval Manuscripts,","Communications of the ACM Special Issue Digital Libraries","2","80"
"MSBrown;WBSeales","Document Restoration using D Shape,","International Conference Computer Vision","2","81"
"MSBrown;WBSeales","Digital Atheneum: New Approaches for Preserving, Restoring, and Analyzing Damaged Manuscripts,","IEEE and ACM Joint Conference Digital Libraries Nominated for Best Paper Award","2","82"
"MSBrown;WBSeales","Digital Atheneum: Techniques for Acquiring and Restoring Damaged Scholarly Manuscripts"," International Journal of Digital Libraries under review","2","83"
"MSBrown;WBSeales"," D Imaging of Humanities Texts,","Association of Computing and the Humanities Conference","2","84"
"MSBrown;RDYang","Fast Half-toning of MPEG Video for Bi-Tonal Displays,","IEEE International Conference Image Processing","2","85"
"IanWatson;NickFiler","Separating the Cases from the Data: Towards More Flexible Case-Based Reasoning ","ICCBR Case Based Reasoning and Development","3","86"
"DieterWissmann;LuoXiao;StefanJablonski","Hierarchical Concept Description and Learning for Information Extraction ","NLPRS Natural Language Processing Pacific Rim Symposium","3","87"
"DieterWissmann;LuoXiao;StefanJablonski","Information Extraction from HTML: Combining XML and Standard Techniques for IE from the Web ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems","3","88"
"DieterWissmann;LuoXiao;StefanJablonski","Where to Position the Precision in Knowledge Extraction from Text ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems","3","89"
"","A Memory Model for Case Retrieval by Activation:","PhD thesis","3","90"
"","Incorporating Similarity Measures into Case Retrieval Using Analogue Marker Passing ","ECAI European Conference Artificial Intelligence","3","91"
"","An Underlying Memory Model to Support Case Retrieval ","EWCBR","3","92"
"NFiler","Case Retrieval Must Use Massive Parallelism?:","Proc of Expert Systems UK RESEARCH AND DEVELOPMENT EXPERT SYSTEMS XI","3","93"
"ZMoosa;NFiler","A Knowledge Based Support for Use of Complex CAD Tools:","Proc of Expert Systems UK APPLICATIONS AND INNOVATIONS EXPERT SYSTEMS II","3","94"
"GloriaDabiri;MariaAretoulaki;MatthiasNitzsche","A User-Sensitive Spoken Dialogue System Incorporating Emotional Responsiveness ","SETN Hellenic Conference Artificial Intelligence","3","95"
"NickFiler","Beauty vs the Beast: The Case Against Massively Parallel Retrieval ","UK Workshop Case Based Reasoning","3","96"
"NFiler;ZMoosa","Integrating CAD Tools into a Framework Environment Using a Flexible and Adaptable Procedural Interface:","Proc IEEE EuroDAC Conference Grenoble","3","97"
"AlanFlett;BorysOmelayenko;DieterFensel;EllenSchulten;GuyBotquin;YingDing","Product Data Integration in B B E-Commerce ","IEEE Intelligent Systems","3","98"
"RobertEndreTarjan","A Representation for Linear Lists with Movable Fingers","STOC ACM Symposium Theory of Computing","4","99"
"","The Complexity of Priority Queue Maintenance","STOC ACM Symposium Theory of Computing","4","100"
"RobertEndreTarjan","A Fast Merging Algorithm ","J ACM","4","101"
"RobertEndreTarjan","Design and Analysis of a Data Structure for Representing Sorted Lists ","SIAM Society for Industrial and Applied Mathematics J Comput","4","102"
"","Implementation and Analysis of Binomial Queue Algorithms ","SIAM Society for Industrial and Applied Mathematics J Comput","4","103"
"","A Partial Analysis of Random Height-Balanced Trees ","SIAM Society for Industrial and Applied Mathematics J Comput","4","104"
"","A Storage Scheme for Height-Balanced Trees ","Inf Process Lett","4","105"
"","Some Observations on Random - Trees ","Inf Process Lett","4","106"
"G&uuml;rselSerpen;JasonBechtel","Passphrase Authentication Based on Typing Style Through an Art Neural Network ","International Journal of Computational Intelligence and Applications","5","107"
"SamuelJoeRogers","User Identification via Keystroke Characteristics of Typed Names using Neural Networks ","International Journal of Man Machine Studies","5","108"
"DPYeager;MEBrown;DAStanley","An Object-Oriented Software Library for Minerals Beneficiation and Separation Processes ","Fluid Particle Separation Journal","5","109"
"GBishop;WBricken;FPBrooks","Research in Virtual Environments: Report of an NSF Workshop,","Computer Graphics","5","110"
"BCzejdo","A Hypertext for Literate Programming,","Chapter Lecture Notes Computer Science Advances Computing and Information ICCI International Conference Computing and Information S G Akl F Fiala and W W Koczkodaj eds Springer Verlag New","5","111"
"DCordes","Literate Programming Applied to Conventional Software Design,","Structured Programming","5","112"
"SBChilds","An Interactive Environment for Literate Programming,","Structured Progamming","5","113"
"SRogers","User identification via keystroke characteristics of typed names using neural networks,","International Journal of Man Machine Studies","5","114"
"BartChilds","An Interactive Environment for Literate Programming ","Structured Programming","5","115"
"DavidCordes","Literate Programming Applied to Conventional Software Design ","Structured Programming","5","116"
"DavidCordes","The Literate-Programming Paradigm ","IEEE Computer","5","117"
"BogdanDCzejdo","A Hypertext for Literate Programming ","ICCI International Conference Computing and Information","5","118"
"ChristopheGGiraud-Carrier;RafalBogacz","A Familiarity Discrimination Algorithm Inspired by Computations of the Perirhinal Cortex ","Emergent Neural Computational Architectures Based Neuroscience","6","119"
"ChristopheGGiraud-Carrier;RafalBogacz","Model of co-operation between recency, familiarity and novelty neurons in the perirhinal cortex ","Neurocomputing","6","120"
"ChristopheGGiraud-Carrier;RafalBogacz","Model of Familiarity Discrimination in the Perirhinal Cortex ","Journal of Computational Neuroscience","6","121"
"ChristopheGGiraud-Carrier;RafalBogacz","Emergence of Movement Sensitive Neurons' Properties by Learning a Sparse Code for Natural Moving Images ","NIPS Neural Information Processing Systems","6","122"
"GHorn;AUNicol;MWBrown","Tracking memory's trace","Proceedings of the National Academy of Sciences","6","123"
"ChoK;KempN;NoelJ;AggletonJ;BrownMW;BashirZI","A new form of long-term depression in the perirhinal cortex","Nature Neuroscience","6","124"
"BMcCaffery;KCho;JPAggleton;MWBrown;FConquet;GLCollingridge;ZIBashir","Pharmacological activation of mGlu receptors in the perirhinal cortex","Neuroscience","6","125"
"AUNicol;MWBrown;GHorn","Hippocampal neuronal activity and imprinting in the behaving domestic chick","European Journal of Neuroscience","6","126"
"AUNicol;MWBrown;GHorn","Neural encoding of subject-object distance in a visual recognition memory system","European Journal of Neuroscience","6","127"
"AUNicol;MWBrown;GHorn","Is neuronal encoding of subject-object distance dependent on learning? NeuroReport ; - ","","6","128"
"SDVann;MWBrown;JTErichson;JPAggleton","","Using Fos imaging the rat to reveal the anatomical extent of the disruptive effects of fornix lesions J Neurosci","6","129"
"SDVann;MWBrown;JTErichsen;JPAggleton","","Fos imaging reveals differential patterns of hippocampal and parahippocampal subfield activity response to different spatial memory tasks J Neurosci","6","130"
"HWan;JPAggleton;MWBrown","Different contributions of the hippocampus and perirhinal cortex to recognition memory","Journal of Neuroscience","6","131"
"ZZiakopoulos;MWBrown;ZIBashir","GABAB receptor mediated paired pulse depression in the perirhinal cortex in vitro","Eur J Neurosci","6","132"
"ZZiakopoulos;CWTillett;MWBrown;ZIBashir","Input- and layer- dependent synaptic plasticity in the rat perirhinal cortex in vitro","Neuroscience","6","133"
"RafalBogacz","Capacity of perirhinal cortex network for recognising frequently repeating stimuli ","Neurocomputing","6","134"
"RBogacz;MWBrown;CGiraud-Carrier","High capacity neural networks for familiarity discrimination","Proceedings of International Conference Artificial Neural Networks Edinburgh","6","135"
"RBogacz;MWBrown;CGiraud-Carrier","Model of familiarity discrimination in the perirhinal cortex","Journal of Computational Neuroscience","6","136"
"MWBrown","Differential neuronal encoding of novelty, familiarity and recency in regions of the anterior temporal lobe","Neuropharmacology","6","137"
"MWBrown","Differential neuronal responsiveness in primate perirhinal cortex and hippocampal formation during performance of a conditional visual discrimination task","European Journal of Neuroscience","6","138"
"MWBrown;ZIBashir","Evidence concerning how neurones of the perirhinal cortex may effect familiarity discrimination","Philosophical Transactions of the Royal Society B press","6","139"
"MWBrown;JPAggleton","Recognition Memory: What are the roles of the perirhinal cortex and hippocampus? Nature Reviews Neuroscience ; - ","","6","140"
"MWBrown","Recognition memory: neuronal substrates of the judgement of prior occurrence","Progress Neurobiology","6","141"
"KCho;JPAggleton;MWBrown;ZIBashir","An experimental test of the role of postsynaptic calcium levels in determining synaptic strength using perirhinal cortex of rat","J Physiol","6","142"
"AndersKrogh;DavidHaussler;ISairaMian;KimmenSj&ouml;lander;RichardHughey","Using Dirichlet Mixture Priors to Derive Hidden Markov Models for Protein Families ","ISMB Intelligent Systems for Molecular Biology","7","143"
"DavidHaussler;ISairaMian;RebeccaCUnderwood;YasubumiSakakibara","Stochastic Context-Free Grammars for Modeling RN ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","7","144"
"DavidHaussler;ISairaMian;KimmenSj&ouml;lander;RebeccaCUnderwood;RichardHughey;YasubumiSakakibara","Recent Methods for RNA Modeling Using Stochastic Context-Free Grammars ","CPM Combinatorial Pattern Matching","7","145"
"AndersKrogh;DavidHaussler;ISairaMian;KevinKarplus;KimmenSj&ouml;lander;RichardHughey","Dirichlet mixtures: a method for improved detection of weak but significant protein sequence homology ","Computer Applications the Biosciences","7","146"
"","Blueprint for the future of high-performance networking:Introduction ","Commun ACM","8","147"
"AndrewEJohnson;JasonLeigh;ThomasADeFanti","A Review of Tele-Immersive Applications in the CAVE Research Network ","VR Virtual Reality","8","148"
"ThomasADeFanti","Visualization in Scientific Computing ","Advances Computers","8","149"
"BruceHMcCormick;ThomasADeFanti","Visualization: Expanding Scientific and Engineering Research Opportunities ","IEEE Computer","8","150"
"AndreasMKogelnik;DouglasCWallace;MarieTLott;ShamkantBNavathe","MITOMAP: a human mitochondrial genome database ","Nucleic Acids Research","9","151"
"AndreasMKogelnik;DouglasCWallace;MarieTLott;ShamkantBNavathe","MITOMAP: an update on the status of the human mitochondrial genome database ","Nucleic Acids Research","9","152"
"AndreasMKogelnik;DouglasCWallace;MarieTLott;ShamkantBNavathe","MITOMAP: a human mitochondrial genome database-- update ","Nucleic Acids Research","9","153"
