"Coauthor","Paper","Journal","AuthorID","PaperID"
"BCarr;WHart;NKrasnogor;JHirst;EBurke","Alignment of Protein Structures with a Memetic Evolutionary Algorithm"," Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann","10","32"
"AEEiben;JESmith","Introduction to Evolutionary Computing"," ISBN Springer Heidelberg New","10","33"
"TerenceCFogarty","Adaptively Parameterised Evolutionary Systems: Self-Adaptive Recombination and Mutation in a Genetic Algorithm ","PPSN Parallel Problem Solving from Nature","10","34"
"TerenceCFogarty","Evolving Software Test Data - GA's learn Self Expression ","Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop","10","35"
"TerenceCFogarty","An Adaptive Poly-Parental Recombination Strategy ","Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop","10","36"
"TerenceCFogarty","Recombination Strategy Adaptation via Evolution of Gene Linkage ","International Conference Evolutionary Computation","10","37"
"AlvaroAAFernandes;AnastasiosGounaris;NormanWPaton;PaulWatson;RizosSakellariou","Distributed Query Processing on the Grid ","GRID GRID Computing","11","38"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","Validated Cost Models for Parallel OQL Query Processing ","OOIS Object Oriented Information Systems","11","39"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","A Parallel Algebra for Object Databases ","DEXA Database and Expert Systems Applications Workshop","11","40"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","Experimenting with Object Navigation in Parallel Object Databases ","DEXA Database and Expert Systems Applications Workshop","11","41"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","Speeding Up Navigational Requests in a Parallel Object Database System ","Euro Par","11","42"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","An Experimental Performance Evaluation of Join Algorithms for Parallel Object Databases ","Euro Par","11","43"
"","On Synchronisation in Fault-Tolerant Data and Compute Intensive Programs over a Network of Workstations ","Euro Par","11","44"
"NormanWPaton;PaulWatson;SandradeFMendesSampaio","Polar: An Architecture for a Parallel ODMG Compliant Object Database ","CIKM International Conference Information and Knowledge Management","11","45"
"SantoshKShrivastava","A System for Fault-Tolerance Execution of Data and Compute Intensive Programs over a Network of Workstations ","Euro Par I","11","46"
"AlanLLeiner;RosalindBMarimont;WANotz","Concurrently operating computer systems ","IFIP International Federation for Information Processing Congress","12","47"
"AWeinberger;AlanLLeiner;WANotz","PILOT - A New Multiple Computer System ","J ACM","12","48"
"RWDrake","Some techniques for File Recovery ","Australian Computer Journal","12","49"
"DMRyan;HGMackenzie","Experiments with a Britton-Lee Data base machine on CSIRONET ","Australian Computer Journal","12","50"
"HGMackenzie","The Implementation of a Data Base Management System ","Australian Computer Journal","12","51"
"","Data Base Organisation for an Array Processor ","Australian Computer Journal","12","52"
"","Alternatives in the Architecture and design of Distributed Data Bases ","Australian Computer Journal","12","53"
"DJAbel","A Simple approach to the Nearest-Neighbour Problem ","Australian Computer Journal","12","54"
"DJAbel","A Data Structure and Query Algorithm for a database of Areal Entities ","Australian Computer Journal","12","55"
"BrettAPeters","Simulation as a Decision-Making Tool for Real-time Control of Flexible Manufacturing Systems ","ICRA International Conference Robotics and Automation","13","56"
"GlennDrake","Simulation System for Real-Time Planning, Scheduling, and Control ","Winter Simulation Conference","13","57"
"BrettAPeters;MarkKSnell;SabinaEJordan","Distributed real-time simulation for intruder detection system analysis ","Winter Simulation Conference","13","58"
"BrettAPeters;MarcellaMMadsen;MarkKSnell;SabinaEJordan","Discrete-Event Simulation for the Design and Evaluation of Physical Protection Systems ","Winter Simulation Conference","13","59"
"AliciaHelton;DouglasHelton;EileenThompson;FernandoGGonzalez;GerryWalterscheild","The design of a solid-state physical model of an automated system to be used as a test bed for control applications ","Winter Simulation Conference","13","60"
"BrettAPeters;GlennDrake","Simulation as a Planning and Scheduling Tool for Flexible Manufacturing Systems ","Winter Simulation Conference","13","61"
"BrettAPeters;CynthiaLaJimodiere;GlennDrake;JamesCurry","Advanced Tutorial - Simulation-Based Scheduling and Control ","Winter Simulation Conference","13","62"
"DavidTSturrock;GlenDSmith;RichardAWysk;SanjayBJoshi;SanjayERamaswamy","Discrete event simulation for shop floor control ","Winter Simulation Conference","13","63"
"","M/G/c/K blocking probability models and system performance ","Perform Eval","14","64"
"","Topological network design of state-dependent queueing networks ","Networks","14","65"
"DZDu;JMacGregorSmith;;HRubinstein","Advances in Steiner Trees A new monograph on Steiner trees ","Kluwer Publishing Company","14","66"
"RajatJain;JMacGregorSmith","Modeling Vehicular Traffic Flow using M/G/C/C State Dependent Queueing Models","","14","67"
"LaoucineKerbache;JMacGregorSmith","Multi-objective routing within large scale facilities using open finite queueing networks","EJOR","14","68"
"PeterKubat;JMacGregorSmith;CalvinYum","Design of Cellular Networks with Diversity and Capacity Constraints","Paper the IEEE Transactions Reliability","14","69"
"PeterKubat;JMacGregorSmith","A Multi-Period Network Design Problem for Cellular Telecommunication Systems","EJOR","14","70"
"JMacGregorSmith;NikhilChikhale","Buffer Allocation for a Class of Nonlinear Stochastic Knapsack Problems","","14","71"
"Wu-JiLi","Quadratic Assignment Problems and M/G/C/C/ State Dependent Network Flows ","Journal of Combinatorial Optimization","14","72"
"JMacGregorSmith","Evacuation Networks","the Encyclopedia of Optimization to be published by Kluwer Publishing Company","14","73"
"DHMitchell;JMacGregorSmith","Topological Network Design of Pedestrian Networks"," Transportation Research Series","14","74"
"JMacGregorSmith;Wu-JiLi","Quadratic Assignment Problems and M/G/C/C State Dependent Network Flows","ATT Solutions","14","75"
"JMacGregorSmith","Quadratic Set Packing Problems, Steiner Trees and their Integration","Paper the International Journal of Mathematical Algorithms","14","76"
"JMacGregorSmith;RichWeiss;;MinooPate","An O NxN Heuristic for Steiner Minimal Trees in d","","14","77"
"WarrenSmith;JMacGregorSmith","On the Steiner Ratio in d","","14","78"
"JMacGregorSmith","Steiner Minimal Trees in -d: Theory, Algorithms, and Applications","the Handbook of Combinatorial Optimization to be published by Kluwer Publishing Company","14","79"
"JMacGregorSmith;FRBCruz","The Buffer Allocation Problem for General Finite Buffer Queueuing Networks","","14","80"
"BadriToppur","Euclidean Steiner Minimal Trees, Minimum Energy Configurations, and the Embedding Problem of Weighted Graphs in Esup"," </sup","14","81"
"","Discrete Applied Mathematics",""," <","82"
"JFWeng","Steiner Minimal Trees with One Polygonal Obstacle ","Algorithmica","14","83"
"PawelWinter","Path-Distance Heuristics for the Steiner Problem in Undirected Networks ","Algorithmica","14","84"
"SJYuhaski","Modeling Circulation Systems in Buildings Using State Dependent Queueing Models ","Queueing Syst","14","85"
"CalDeedman","The Application of Expert Systems Technology to Case-Based Law ","ICAIL International Conference Artificial Intelligence and Law","15","86"
"","The Use of Lexicons in Information Retrieval in Legal Databases ","ICAIL International Conference Artificial Intelligence and Law","15","87"
"DaphneGelbart","Beyond Boolean Search: FLEXICON, a Legal Tex-Based Intelligent System ","ICAIL International Conference Artificial Intelligence and Law","15","88"
"DaphneGelbart","FLEXICON: An Evaluation of a Statistical Ranking Model Adapted to Intelligent Legal Text Management ","ICAIL International Conference Artificial Intelligence and Law","15","89"
"BruceAtherton;DaphneGelbart;JohnMcClean;KeithMacCrimmon;LincolnQuintana;MichelleShinehoft","Artificial Intelligence and Legal Discourse: The Flexlaw Legal Text Management System ","Artificial Intelligence and Law","15","90"
"DaphneGelbart","Toward a Comprehensive Legal Information Retrieval System ","DEXA Database and Expert Systems Applications","15","91"
"JCSMITH;SCUSACK;UPEZZECA;BBROOKS;MKARPLUS","Inelastic Neutron Scattering Analysis of Low Frequency Motion in Proteins: A Normal Mode Study of the Bovine Pancreatic Trypsin Inhibitor","Journal of Chemical Physics","16","92"
"JCSMITH;SCUSACK;BTIDOR;MKARPLUS","Inelastic Neutron Scattering Analysis of Low-Frequency Motions in Proteins: Harmonic and Damped Harmonic Models of BPTI","Journal of Chemical Physics","16","93"
"JCSMITH;PCALMETTES;DDURAND;MDESMADRIL;SFUROIS-CORBIN;GRKNELLER;BROUX","On the Configurations Accessible to Folded and Denatured Proteins","Statistical Mechanics Protein Structure and Protein Substrate Interactions Ed S Doniach Plenum Press New","16","94"
"JCSMITH;SCUSACK;KKUCZERA;BTIDOR;MKARPLUS","Internal Dynamics of Globular Proteins: Comparison of Theoretical Models with Neutron Scattering Measurements","Physica B","16","95"
"JCSMITH;FMERZEL;CSVERMA;SFISCHER","Protein hydration water: structure and thermodynamics","Journal of Molecular Liquids","16","96"
"JCSMITH;DDURAND;MJFIELD;SFUROIS-CORBIN;GRKNELLER;BROUX","Supramolecular Interactions and Atomic Dynamics in Proteins and Peptide Crystals","Jumps Lattice waves and Liquid Like Diffusion Computational Approaches Supramolecular Chemistry Ed G Wipff Kluwer","16","97"
"Beno&icirc;tRoux;Jer&ocirc;meBaudry;SergeCrouzy","Efficient calculation of two-dimensional adiabatic and free energy maps: Application to the isomerization of the C C and C N bonds in the retinal of bacteriorhodopsin ","Journal of Computational Chemistry","16","98"
"JCSMITH;KKUCZERA;;MKARPLUS","Temperature-Dependence of Myoglobin Dynamics: Neutron Spectra Calculated from Molecular Dynamics Simulations of Myoglobin","Proceedings of the National Academy of Sciences U S A","16","99"
"Beno&icirc;tRoux;J&eacute;r&ocirc;meBaudry;SergeCrouzy","Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics ","Journal of Chemical Information and Computer Sciences","16","100"
"NBONDAR;RDANIEL;JLFINNEY;SFISCHER;MKATAOKA;APETRESCU;JCSMITH","Protein Folding and Dynamics - New Insights from Computer Simulation and Scattering Experiments","Journal of the Physical Society of Suppl A Proc Int Symp ASR Eds S Katano N Metoki Y Morii and Y Ishii","16","101"
"JCSMITH","Dynamics of Biomolecules: Simulations versus X-ray and Neutron Scattering Experiments","Chapter Computer Simulations of Biomolecules Eds W F van Gunsteren P K Weiner A J Wilkinson KLUWER ESCOM Leiden p","16","102"
"PCALMETTES;BROUX;DDURAND;MDESMADRIL;JCSMITH","Configurational Distribution of Denatured Phosphoglycerate Kinase","Journal of Molecular Biology","16","103"
"JCSMITH","X-ray and Neutron Scattering as Probes of the Dynamics of Biological Molecules","Computational Biochemistry and Biophysics Eds O Becker A D MacKerell B Roux and M Watanabe Marcel Dekker New","16","104"
"PCALMETTES;DDURAND;PMINARD;MDESMADRIL;VRECEVEUR;JCSMITH","How Random is a Highly Denatured Protein? Biophysical Chemistry - ","","16","105"
"PCALMETTES;DDURAND;JCSMITH;MDESMADRIL;PMINARD;JCSMITH","Structure of Proteins Denatured by Guanidinium Chloride Journal de Physique IV C - ","","16","106"
"ZCOURNIA;ACVAIANA;GMULLMANN;JCSMITH","Derivation of a Molecular Mechanics Force Field for Cholesterol","Journal of Pure and Applied Chemistry Press","16","107"
"SCROUZY;JBAUDRY;JCSMITH;BROUX","Efficient Calculation of Two-Dimensional Adiabatic and Free Energy Maps: Application to the Isomerization of the C =C and C =N Bonds in the Retinal of Bacteriorhodopsin","Journal of Computational Chemistry","16","108"
"PCUNIASSE;ATHOMAS;JCSMITH;HLTHANH;MLEONETTI;AMENEZ","Structural Basis of Antibody Cross-Reactivity: Solution Conformation of an Immunogenic Peptide Fragment Derived from a Snake Toxin B-Epitope","Biochemistry","16","109"
"SCUSACK;JCSMITH;MKARPLUS;JLFINNEY","Low Frequency Dynamics of BPTI Studied by Inelastic Neutron Scattering","Structure Dynamics and Function of Biomolecules Eds Ehrenberg Rigler Graslund and Nilsson Springer Verlag","16","110"
"FNOE;SMSCHWARZL;SFISCHER;JCSMITH","Computational tools for analyzing structural changes in proteins in solution","Applied Bioinformatics Press","16","111"
"ACTNORTH;JCSMITH","Radial Distributions of Water-Water Distances in Protein Crystals","International Journal of Biological Macromolecules","16","112"
"A-JPETRESCU;PCALMETTES;DDURAND;VRECEVEUR;JCSMITH","Change in backbone torsion angle distribution on protein folding","Protein Science","16","113"
"AJPETRESCU;PCALMETTES;VRECEVEUR;JCSMITH","Excluded volume in the Configurational Distribution of a Strongly-Denatured Protein","Protein Science","16","114"
"AJPETRESCU;VRECEVEUR;PCALMETTES;DDURAND;MDESMADRIL;BROUX;JCSMITH","Small Angle Neutron Scattering by a Strongly Denatured Protein: Analysis using Random Polymer Theory","Biophysical Journal","16","115"
"VREAT;JLFINNEY;WASTEER;MAROBERTS;JCSMITH;RDUNN;MPETERSON;RMDANIEL","Cryosolvents useful for protein and enzyme studies below ^oC","Journal of Biochemical and Biophysical Methods","16","116"
"VREAT;RDUNN;MFERRAND;JLFINNEY;RMDANIEL;JCSMITH","Solvent dependence of dynamic transitions in protein solutions","Proceedings of the National Academy of Sciences U S A","16","117"
"VRECEVEUR;PCALMETTES;JCSMITH;MDESMADRIL;GCODDENS;DDURAND","Picosecond Dynamic Changes in Phospho-glycerate Kinase on Denaturation Revealed by Quasielastic Neutron Scattering","Proteins Structure Function and Genetics","16","118"
"ERITTGER;GRKNELLER;AMICU;MSOUAILLE;JCSMITH","Dynamics of Proteins: Spectroscopy, Scattering and Simulations","AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New","16","119"
"BROUX;MNINA;RPOMES;JCSMITH","Thermodynamic Stability of Water Molecules in the Bacteriorhodopsin Proton Channel: A Molecular Dynamics Free Energy Perturbation Study","Biophysical Journal","16","120"
"JCSMITH","Motions in Biomolecules - Comparing Simulation with Experiment","Spectroscopic Techniques Biophysics Eds G M Giacometti and G Giacometti IOS Press","16","121"
"JCSMITH","Inelastic and quasielastic neutron scattering: complementarity with biomolecular simulation","Structure and Dynamics of Biomolecules Neutron and Synchrotron Radiation for Condensed Matter Studies Volume IV University Press","16","122"
"JCSMITH","Interactions and Dynamics in Proteins and Molecular Crystals Probed by Quantum Chemistry, Computer Simulations and Scattering Experiments","Current Topics Biophysics","16","123"
"ATOURNIER&JCSMITH","Principal Components of the Protein Dynamical Transition","Physical Review Letters Press","16","124"
"JCSMITH","Protein Dynamics: Comparison of Simulations with Inelastic Neutron Scattering Experiments","Quarterly Review of Biophysics","16","125"
"JCSMITH","Protein Dynamics Studied by Inelastic Neutron Scattering","Ph D Thesis Birkbeck University of London","16","126"
"JCSMITH","Protein Interactions and Dynamics Probed by Quantum Chemistry, Computer Simulations and Neutron Experiments","Biophysical Chemistry","16","127"
"SCUSACK;JCSMITH;JLFINNEY;MKARPLUS;JTREWHELLA","Low Frequency Dynamics of Proteins Studied by Neutron Time-of-Flight Spectroscopy","Physica B","16","128"
"SCUSACK;JCSMITH;JLFINNEY;BTIDOR;MKARPLUS","Inelastic Neutron Scattering Analysis of Picosecond Internal Protein Dynamics: Comparison of Harmonic Theory with Experiment","Journal of Molecular Biology","16","129"
"JSOPKOVA;JCSMITH;MDELAFORGE;HVIRELIZIER;CKJANKOWSKI","Oxidation of tetra-hydro-beta-carboline by cytochrome P : determination and rationalisation of product distribution","European Journal of Biochemistry","16","130"
"RDANIEL;JCSMITH;MFERRAND;SHERY;RDUNN;JLFINNEY","Enzyme Activity Below the Dynamical Transition at K","Biophysical Journal","16","131"
"JSOPKOVA;SFISCHER;CGUILBERT;ALEWIT-BENTLEY;JCSMITH","Pathway for large-scale conformational change in Annexin V","Biochemistry","16","132"
"RDANIEL;JLFINNEY;VREAT;RDUNN;MFERRAND;JCSMITH","Enzyme Dynamics and Activity: Timescale-Dependence of the Dynamical Transitions in Glutamate Dehydrogenase Solution","Biophysical Journal","16","133"
"JSOPKOVA;FKOLING;SRETY;ABRISSON;JCSMITH;ALEWIT-BENTLEY","S protein-annexin interactions: a model of the Anx -p heterotetramer complex","Biochimica et Biophysica Acta","16","134"
"RMDANIEL;JLFINNEY;JCSMITH","The dynamic transition in enzymes may have a simple explanation","Faraday Discusssions","16","135"
"RMDANIEL;RVDUNN;JLFINNEY;JCSMITH","The Role of Dynamics in Enzyme Activity","Annual Review of Biophysics Biomolecular Structure","16","136"
"SDELLERUE;AJPETRESCU;JCSMITH;SLONGEVILLE;M-CBELLISSENT-FUNEL","Collective dynamics of a photosynthetic protein probed by neutron spin-echo spectroscopy and molecular dynamics simulation","Physica B","16","137"
"SDELLERUE;A-JPETRESCU;JCSMITH;M-CBELLISSENT-FUNEL","Radially softening diffusive motions in a globular protein","Biophysical Journal","16","138"
"AJDIANOUX;GRKNELLER;JLSAUVAJOL;JCSMITH","Dynamics of Pure and Sodium-Doped Polyacetylene","AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New","16","139"
"AJDIANOUX;GRKNELLER;JLSAUVAJOL;JCSMITH","Dynamics of sodium-doped polyacetylene","Journal of Chemical Physics","16","140"
"DJBARLOW;JOBAUM;MLJDRUMMOND;JLFINNEY;JCSMITH;JMTHORNTON","Theoretical Aspects of Protein Conformation","Amino Acids Peptides and Proteins Specialist Periodical Report of the Royal Society of Chemistry","16","141"
"JBAUDRY;RLHAYWARD;HDMIDDENDORF;JCSMITH","Collective Vibrations in the Crystalline Alanine Dipeptide at Very Low Temperature","Biological Macromolecular Dynamics Eds S Cusack H Buttner M Ferrand P Langan P Timmins Adenine Press","16","142"
"JBAUDRY;SCROUZY;BROUX;JCSMITH","From Sequence to Structure and Function: Modelling and Simulation of Light-Activated Membrane Proteins","Genomics and Proteomics Ed S Suhai Kluwer Plenum","16","143"
"JBAUDRY;JCSMITH","Hydrogen Bonding Cooperativity and F and Q Barriers in N-methylacetamide","Journal of Molecular Structure THEO CHEM chemistry","16","144"
"JBAUDRY;SCROUZY;BROUX;JCSMITH","Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics","Journal of Chemical Information and Computer Sciences","16","145"
"JBAUDRY;SCROUZY;BROUX;JCSMITH","Simulation Analysis of the Retinal Conformational Equilibrium in Dark-Adapted Bacteriorhodopsin","Biophysical Journal","16","146"
"TBECKER;JCSMITH","Energy resolution and dynamical heterogeneity effects on elastic incoherent neutron scattering from molecular systems","Physical Review E","16","147"
"MSOUAILLE;JCSMITH;AJDIANOUX;FGUILLAUME","Dynamics of N-Nonadecane Chains in Urea Inclusion Compounds as seen by Incoherent Quasielastic Neutron Scattering and Computer Simulation","Observation Prediction and Simulation of Phase Transitions Complex Fluids Eds M Baus L F Rull J P Ryckaert NATO ASI Series","16","148"
"TBECKER;SFISCHER;FNOE;ALTOURNIER;GMULLMANN;JCSMITH","Protein Dynamics: Glass Transition and Mechanical Function","Advances Solid State Physics","16","149"
"MSOUAILLE;JCSMITH","Molecular Dynamics Analysis of Charge Fluctuations Associated with Far-Infrared Absorption in Water","Molecular Physics","16","150"
"MCBELLISSENT-FUNEL;RDANIEL;DDURAND;MFERRAND;JLFINNEY;SPOUGET;JCSMITH","Nanosecond Protein Dynamics: First Detection of a Neutron Incoherent Spin-Echo Signal","Journal of the American Chemical Society","16","151"
"MSOUAILLE;FGUILLAUME;JCSMITH","Molecular Dynamics Analysis of Alkane Dynamics in Urea Inclusion Compound I : Comparison with Quasielastic Neutron Scattering Experiment","Journal of Chemical Physics","16","152"
"MSOUAILLE;FGUILLAUME;JCSMITH","Molecular Dynamics Analysis of Alkane Dynamics in Urea Inclusion Compound II : Rotational Distribution and Elastic Incoherent Structure Factor","Journal of Chemical Physics","16","153"
"MSOUAILLE;JCSMITH;FGUILLAUME","Simulation of collective dynamics of n-nonadecane in the urea inclusion compound","Journal of Physical Chemistry","16","154"
"BSVENSSON;CETCHEBEST;PTUFFERY;JCSMITH;PVANKAN;SSTYRINGA","Model for the Photosystem II Reaction Centre Core Including the Structure of the Primary Donor P ","Biochemistry","16","155"
"AJDIANOUX;GRKNELLER;J-LSAUVAJOL;JCSMITH","Polarized Density of States of Crystalline Polyacetylene: Molecular Dynamics Analysis and Comparison with Neutron Scattering Results","Journal of Chemical Physics","16","156"
"BSVENSSON;CETCHEBEST;PTUFFERY;JCSMITH;SSTYRINGA","Structural Model Derived using Molecular Mechanics for the Core of the Photosystem II Reaction Centre including the Redox Components","Proceedings IX International Congress Photo synthesis Nagoya Ed Murata Kluwer Academic Publishers","16","157"
"AJDIANOUX;JLSAUVAJOL;GRKNELLER;JCSMITH","Polarized Density of States of Pristine and Sodium-doped Polyacetylene","Journal of Noncrystalline Solids","16","158"
"ATALY;PSEBBAN;JCSMITH;GMULLMANN","The structural changes in the Q[B] pocket of the photosynthetic reaction center depend on pH: a theoretical analysis of the proton uptake upon Q[B]reduction","Biophysical Journal","16","159"
"RDUNN;VREAT;JLFINNEY;MFERRAND;JCSMITH;RMDANIEL","Enzyme Dynamics and Activity: Xylanase Activity in the absence of fast anharmonic motions","Biochemical Journal","16","160"
"CTENETTE-SOUAILLE;JCSMITH","Structure of the Ma - /toxin a antibody-antigen complex: combination of modelling with functional mapping results","Protein Engineering","16","161"
"DDURAND;MQUILICHINI;MJFIELD;;JCSMITH","Lattice Vibrations in Crystalline L-Alanine","Biopolymers","16","162"
"CTENETTE-SOUAILLE;JCSMITH","Structural Model of the Complex between a Snake Toxin and an Antibody that mimicks the Acetylcholine Receptor","Proteins Structure Function and Genetics","16","163"
"AECH-CHERIFEL-KETTANI;JCSMITH","Pathways for Conformational Change in Seryl t-RNA Synthetase from Thermus Thermophilus","Comptes Rendus l Academie des Sciences III Sciences Vie","16","164"
"PFAURE;AMICU;DPERAHIA;JDOUCET;JCSMITH;JPBENOIT","Correlated Motions and X-ray Diffuse Scattering in Lysozyme","Nature Structural Biology","16","165"
"MFERRAND;GZACCAI;MNINA;JCSMITH;CETCHEBEST;;BROUX","Structure and Dynamics of Bacteriorhodopsin: Comparison of Simulation and Experiment FEBS Letters , - ","","16","166"
"SFISCHER;JCSMITH;CVERMA","Dissecting the vibrational entropy change on protein-ligand binding: burial of a water molecule in bovine pancreatic trypsin inhibitor","Journal of Physical Chemistry B","16","167"
"NFOLOPPE;JBRETON;JCSMITH","Conformational Energetics of a Partially Symmetrized Photosynthetic Reaction Center","Chemical Physics Letters","16","168"
"NFOLOPPE;JBRETON;;JCSMITH","Potential Energy Function for Photosynthetic Reaction Centre Chromophores: Energy Minimizations of a Crystalline Bacteriopheophytin Analog","The Bacterial Photosynthetic Reaction Center II Structure Spectroscopy and Dynamics NATO ASI series A Life Sciences Eds J Breton and A Vermeglio","16","169"
"CTENETTE;CMTOPHAM;JCSMITH","Potential Function Development and Conformational Search Strategy in the Simulation of Biomolecular Recognition Processes","Biochemical Society Transactions","16","170"
"CTENETTE;FDUCANCEL;JCSMITH","Structural Model of the Anti Snake Toxin Antibody Ma ","Proteins Structure Function and Genetics","16","171"
"ATHOMAS;BROUX;JCSMITH","Computer Simulations of the Internal Flexibility of a Series of Cyclic Peptide Analogs","Biopolymers","16","172"
