"Coauthor","Paper","Journal","AuthorID","PaperID"
"YoavShoham","A Dynamic Theory of Incentives in Multi-Agent Systems ","IJCAI International Joint Conference Artificial Intelligence","1","65"
"","Advanced Applications and Future Research Issues of OODBs ","DASFAA Database Systems for Advanced Applications","1","66"
"YuichiSugiyama;YutakaKidawara","A cost model and copyright management for D digital contents using multilevel complex objects ","Systems and Computers","1","67"
"","Tree-Structured Data Organization with Consecutive Retrieval Property ","FODO Conference Foundations of Data Organization and Algorithms","1","68"
"KazutoshiSumiya;SatoshiOyama;ShinsukeNakajima","Context-Dependent Web Bookmarks and Their Usage as Queries ","WISE Web Information Systems Engineering","1","69"
"","Tea-Time Museum: Croquet As a Browsing and Searching Environment for Digital Libraries ","C","1","70"
"KazutoshiSumiya;ReikoNoda","Hypermedia Broadcasting with Temporal Links ","DEXA Database and Expert Systems Applications","1","71"
"","Tree-Structured Data Organization with Consecutive Retrieval Property, Data Base File Organization,","Academic Press Proc Conf Consecutive Retrieval Property","1","72"
"KazutoshiSumiya;ReikoNoda","A temporal link mechanism for hypermedia broadcasting ","Systems and Computers","1","73"
"SCeri;Dtsur;","DOOD' Deductive and Object-Oriented Databases,","Springer verlag","1","74"
"KeishiTajima;MasatsuguKitagawa;YoshiakiMizuuchi","Cut as a Querying Unit for WWW, Netnews, e-mail ","Hypertext","1","75"
"T-SChang","Alternative Objects in Object-Oriented Databases","Proc Int Symp Database Systems for Advanced Applications DASFAA Database Systems for Advanced Applications","1","76"
"KeishiTajima;SujeetPradhan;TakashiSogo","Algebraic Retrieval of Fragmentarily Indexed Video ","New Generation Comput","1","77"
"T-SChang","On Natural Joins in Object-Oriented Databases,","Proc st Int Conf Deductive and Object Oriented Databases DOOD Elsevier Science Publishers B V North","1","78"
"AkihiroDoi;KazutoshiSumiya;KuniakiUehara;TomoakiKawaguchi","ScoopCast: Dynamic Video Production and Delivery from Indexed Live Video Stream ","ICSC International Computing Science Conferences","1","79"
"KeishiTajima;SujeetPradhan","A Query Model for Retrieving Relevant Intervals within a Video Stream ","ICMCS International Conference Multimedia Computing and Systems","1","80"
"SGhosh;YKambayashi;","FOUNDATIONS OF DATA ORGANIZATION,","Plenum Press","1","81"
"SKitamura;STsuji","Visibility and Controllability in an Oriental Medicine Expert System,","Proc of the th IEEE Annual Int Computer Software Applications Conf","1","82"
"HidenariKiyomitsu","Navigation-Dependent Web-Views: Defining and Controlling Semantic Unit of Web Pages ","ICSC International Computing Science Conferences","1","83"
"SKobayashi;TSakanoue","Uncertainty Management in Object-Oriented Database Systems,","Proc Int Conf Database and Expert Systems Applications DEXA Springer Verlag","1","84"
"KengoKoiso;KenjiKawakatsu;TakehisaMori","Dynamic Generation of Virtual Spaces and Incremental Query Formulation Using Spatial Browsing ","DEXA Database and Expert Systems Applications Workshop","1","85"
"KengoKoiso;TakahiroMatsumoto","Spatial Presentation and Aggregation of Georeferenced Data ","DASFAA Database Systems for Advanced Applications","1","86"
"HiroyukiKondo;TakeshiMatsukura;YoichiHirata","Discovery of Semantic Relationships among Web Pages Based on Web Topic Structures ","DS Discovery Science","1","87"
"ChiyakoMatsumoto;MaQiang","A Localness-Filter for Searched Web Pages ","APWeb","1","88"
"ChiyakoMatsumoto;MaQiang","Web Information Retrieval Based on the Localness Degree ","DEXA Database and Expert Systems Applications","1","89"
"KeishiTajima;SujeetPradhan","A Query Model to Synthesize Answer Intervals from Indexed Video Units ","IEEE Trans Knowl Data Eng","1","90"
"AkiyoNadamoto;HiroyukiKondo;KazutoshiSumiya;MachikoKusahara;TaekoHattori","Back to the TV: Information Visualization Interfaces based on TV-Program Metaphors ","IEEE International Conference Multimedia and Expo III","1","91"
"KeishiTajima;SujeetPradhan;TakashiSogo","A New Algebraic Approach to Retrieve Meaningful Video Intervals from Fragmentarily Indexed Video Shots ","VDB Visual Database Systems","1","92"
"AkiyoNadamoto","A comparative web browser CWB for browsing and comparing web pages ","WWW World Wide Web Conference Series","1","93"
"KeishiTajima","New Techniques for the Discovery of Logical Documents in Web ","DANTE Delivery of Advanced Network Technology to Europe","1","94"
"KeishiTajima;SujeetPradhan","Utilizing Prototype Objects and Powerdomains to Support Public Authoring of Video Databases ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications","1","95"
"AtsunoriTakeuchi;HidenariKiyomitsu","Web Reconfiguration by Spatio-Temporal Page Personalization Rules Based on Access ","SAINT Symposium Applications and the Internet","1","96"
"SNishio;Kindai-Kagakusha;","Object-Oriented Computing I in japanese ,","","1","97"
"","Fundamental Concepts of Object-Oriented Databases in Japanese ,","Information Processing IPSJ","1","98"
"","A Historical Database Model Based on Tuple Sequences and Its Integrity Constraints in Japanese ,","Information Processing of IPSJ Selected the IPSJ th Anniversary Paper","1","99"
"","Integration of Hypermedia and Object-Oriented Database Technologies, in Japanese ,","Proc Int Symp Computer World","1","100"
"","Storing and Manipulating Multimedia Database Objects by PostScript and Relational Databases,","Proc Int Symp Interoperable Information Systems INTAP Tokyo","1","101"
"SGinsburg","Computation-tuple Sequences and Object Histories,","ACM Trans Database Systems","1","102"
"SGinsburg","Computation-tuple Sequences and Object Histories: Extended Abstract,","Proc Int Conf Foundations of Data Organization Kyoto Plenum Press","1","103"
"SeymourGinsburg","Interval Queries on Object Histories ","Theor Comput Sci","1","104"
"ShuzoYajima;YahikoKambayashi","A Relational Data Language with Simplified Binary Relation Handling Capability ","VLDB Very Large Data Bases","1","105"
"SGinsburg","Interval Queries on Object Histories: Extended Abstract,","Proc th Int Conf Very Large Data Bases","1","106"
"KazuyaYoda;KeishiTajima","Access control and authorization for CG data with multiple detail levels ","Systems and Computers","1","107"
"Hans-J&ouml;rgSchek;MTamer&Ouml;zsu;YanchunZhang","Special Issue on The nd Web Information Systems Engineering Conference WISE' ","World Wide Web","1","108"
"MasatoshiYoshikawa;RichardHull","Behavior Analysis of Object-Oriented Databases: Method Structure, Execution Trees, and Reachability Extended Abstract ","FODO Conference Foundations of Data Organization and Algorithms","1","109"
"CraigHarris;EarlDSaberdoti;Fran&ccedil;oisBancilhon;MichaelKifer;MichaelLBrodie;YoshifumiMasunaga","Next Generation Database Management Systems Technology Panel ","DOOD Deductive and Object Oriented Databases","1","110"
"MakotoTakizawa;NaokazuNemoto","Quality-based synchronization methods of multimedia objects ","Inf Sci","2","111"
"KeijiIzaki;MakotoTakizawa","Information Flow Control among Objects in Role-Based Access Control Model ","DEXA Database and Expert Systems Applications","2","112"
"HiroakiHigaki;MakotoTakizawa","Object-Based Ordered Delivery of Messages in Object-Based Systems ","DEXA Database and Expert Systems Applications","2","113"
"MakotoTakizawa","Protocol for Taking Object-Based Checkpoints ","DEXA Database and Expert Systems Applications","2","114"
"MakotoTakizawa","Quorum-Based Locking Protocol in Nested Invocations of Methods ","DEXA Database and Expert Systems Applications","2","115"
"MakotoTakizawa;NaokazuNemoto","Quality-Based Synchronization Methods of Multimedia Objects ","DEXA Database and Expert Systems Applications","2","116"
"HiroakiHigaki;MakotoTakizawa","Significant Checkpoint in Distributed System ","DEXA Database and Expert Systems Applications","2","117"
"MamoruMitsuishi;TakaakiNagao;YasuyoshiYokokohji","Remote Rapid Manufacturing with Action Media as an Advanced User Interface ","ICRA International Conference Robotics and Automation","2","118"
"KeijiIzaki;MakotoTakizawa","Access Control Model in Object-Oriented Systems ","DBSec","2","119"
"MakotoTakizawa","Quorum-Based Replication of Objects ","DEXA Database and Expert Systems Applications Workshop","2","120"
"HiroakiHigaki;MakotoTakizawa","Protocol for Pseudo-Active Replication in Wide-Area Networks ","DEXA Database and Expert Systems Applications Workshop","2","121"
"MakotoTakizawa;MotokazuYokoyama","QoS-Based Method for Compensating Multimedia Objects ","DEXA Database and Expert Systems Applications Workshop","2","122"
"KeijiIzaki;MakotoTakizawa","Authorization Model Based on Object-Oriented Concept ","ICOIN International Conference Information Networking","2","123"
"MakotoTakizawa","Replica Management in Object-Based Systems ","ICOIN International Conference Information Networking","2","124"
"KeijirouArai;MakotoTakizawa","Group Protocol for Delivering Requests to Replicas ","ICOIN International Conference Information Networking","2","125"
"KenichiShimamura;MakotoTakizawa","Object-Causally Ordered Group Protocol for Distributed Multimedia Systems ","ICOIN International Conference Information Networking","2","126"
"MakotoTakizawa;YouheiTimura","Causality of Messages in Object-Based Systems ","ICOIN International Conference Information Networking","2","127"
"HiroakiHigaki;MakotoTakizawa","Protocol for Pseudo-Active Replication in Wide-Area Network ","ICPP International Conference Parallel Processing Workshops","2","128"
"HiroakiHigaki;MakotoTakizawa","Checkpoints in Distributed Object-Based Systems ","ICPP International Conference Parallel Processing Workshops","2","129"
"HiroakiHigaki;MakotoTakizawa","Quorum-Based Protocol for Group Communication ","ICPP International Conference Parallel Processing Workshops","2","130"
"HiroakiHigaki;MakotoTakizawa;MichiakiKatsumoto","Quality-Based Lock Modes of Multimedia Objects ","ICPP International Conference Parallel Processing Workshops","2","131"
"MakotoTakizawa","Quorum-Based Locking Protocol for Replicas in Object-Based Systems ","ISADS International Symposium Autonomous Decentralized Systems","2","132"
"MakotoTakizawa","Asynchronous Checkpointing Protocol for Object-Based Systems ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","2","133"
"MakotoTakizawa;YouheiTimura","Group Protocol for Object-Based Systems ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","2","134"
"HiroakiHigaki;MakotoTakizawa;NaokazuNemoto","Pseudo-Active Replication Protocol for Reliable Replica Group ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","135"
"KenichiShimamura;MakotoTakizawa","Group Protocol for Exchanging Multimedia Objects in a Group ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","136"
"MakotoTakizawa;YouheiTimura","Group Communication Protocol in Object-Based Systems ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","137"
"KeijiIzaki;MakotoTakizawa","Information Flow Control in Role-Based Model for Distributed Objects ","ICPADS International Conference Parallel and Distributed Systems","2","138"
"MakotoTakizawa","Checkpointing Protocol for Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","139"
"MakotoTakizawa","Optimization of Nested Invocation on Replicas in Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","140"
"MakotoTakizawa","Distributed checkpointing based on influential messages ","ICPADS International Conference Parallel and Distributed Systems","2","141"
"KeijirouArai;MakotoTakizawa","Group Protocol for Quorum-Based Replication ","ICPADS International Conference Parallel and Distributed Systems","2","142"
"MakotoTakizawa;MotokazuYokoyama","QoS-Based Method for Compensating Multimedia Objects ","ICPADS International Conference Parallel and Distributed Systems","2","143"
"MakotoTakizawa;YouheiTimura","Causal Precedent Relations among Messages in Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","144"
"MakotoTakizawa","Reliable Nested Invocation of Methods in Distributed Object-Based Systems ","DOA International Symposium Distributed Objects and Applications","2","145"
"HiroakiHigaki;MakotoTakizawa","Pseudo-Active Replication of Distributed Objects in Wide-Area Networks ","DOA International Symposium Distributed Objects and Applications","2","146"
"HiroakiHigaki;MakotoTakizawa","Quorum-based Locking Protocol for Replicated Objects ","DOA International Symposium Distributed Objects and Applications","2","147"
"MasaharuMizumoto;MotohideUmano","Implementation of a Fuzzy-Set Theoretic Data Structure System Abstract ","VLDB Very Large Data Bases","3","148"
"Jun'ichiToyoda;MasaharuMizumoto","Some Considerations on Fuzzy Automata ","J Comput Syst Sci","3","149"
"Jun'ichiToyoda;MasaharuMizumoto;YoshinoriEzawa","Interactive Languages ","J Comput Syst Sci","3","150"
"MasaharuMizumoto","Some Properties of Fuzzy Sets of Type ","Information and Control","3","151"
"MasaharuMizumoto","Fuzzy Sets and Their Operations","Information and Control","3","152"
"Jun'ichiToyoda;TTsuji","Relational Data Graphs and Some Properties of Them ","J Comput Syst Sci","3","153"
"Jun'ichiToyoda;MasaharuMizumoto","Various Kinds of Automata with Weights ","J Comput Syst Sci","3","154"
"KazuyukiTanaka;TohruMorita;KazuoHiroike","Correlation Functions of a One-Dimensional Lattice Gas with Interactions up to Third-Nearest Neighbors ","Progress of Theoretical Physics Supplement","4","155"
"KazuyukiTanaka;TsuyoshiHoriguchi;TohruMorita","Critical Indices for the Two-Dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Physics Letters A","4","156"
"KazuyukiTanaka;TsuyoshiHoriguchi;TohruMorita","Critical Indices for the Two-Dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions II Strip Cluster Approximation ","Physica A","4","157"
"KazuyukiTanaka;TohruMorita","Free Energy for Layered Free Fermion Models ","Journal of The Physical Society of","4","158"
"KazuyukiTanaka;TsuyoshiHoriguchi","Quantum Statistical-Mechanical Iterative Method in Image Restoration,","IEICE Transactions A J A Japanese translated Electronics and Communications Part Fundamental Electronic Science English","4","159"
"KazuyukiTanaka;Jun-ichiInoue;DMTitterington","Loopy belief propagation and probabilistic image processing,","Neural Networks for Signal Processing XIII Proceedings of the IEEE Signal Processing Society Workshop Toulouse Paper Postscript Presentation Slide Powerpoint","4","160"
"KazuyukiTanaka","Image Restorations by using Compound Gauss-Markov Random Field Model with Quantumized Line Fields,","IEICE Transactions D II J D II Japanese","4","161"
"KazuyukiTanaka;Jun-ichiInoue","Maximum Likelihood Hyperparameter Estimation for Solvable Markov Random Field Model in Image Restoration,","IEICE Transactions Information and Systems E D","4","162"
"KazuyukiTanaka","Maximum Marginal Likelihood Estimation and Constrained Optimization in Image Restoration,","Transactions of Japanese Society for Artificial Intelligence","4","163"
"KazuyukiTanaka","Maximum Posterior Marginal Estimate in Statistical Method for Image Restoration,","IEICE Transactions A J A Japanese","4","164"
"KazuyukiTanaka;TohruMorita","Application of cluster variation method to image restoration problem,","Theory and Applications of the Cluster Variation and Path Probability Methods ed J L Mor an L opez and J M Sanchez Plenum Press New Proceedings of the international workshop the theory and applications of the cluster variation and path probability methods Teotihuacan","4","165"
"KazuyukiTanaka;YositakeTakane;HiromichiEbisawa;TohruMorita","Application of Cluster Variation Method to Three-Dimensional $t$-$J$ Model ","Journal of the Physical Society of","4","166"
"KazuyukiTanaka;TohruMorita","Application of the culster variation method to three-dimensional $t$-$J$ model II ","Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea","4","167"
"KazuyukiTanaka","Approximate Optimization Algorithms in Markov Random Field Model based on Statistical-mechanical techniques,","Proceedings of International Workshop Soft Computing Industry Muroran Institute of Technology Press Muroran","4","168"
"KazuyukiTanaka","Probabilistic Computational Method in Image Restoration based on Statistical-mechanical Texhniques,","Y Suzuki S Ovaska T Furuhashi R and Y Dote Eds Soft Computing Industrial Applications Springer Verlag Press London Proceedings of th line World Conference Soft Computing Industrial Applications","4","169"
"KazuyukiTanaka;Jun-ichiInoue;DMTitterington","Probabilistic image processing by means of Bethe approximation for Q-Ising model,","Journal of Physics A Mathematical and General","4","170"
"KazuyukiTanaka","Probabilistic Inference by means of Cluster Variation Method and Linear Response Theory,","IEICE Transactions Information and Systems E D","4","171"
"KazuyukiTanaka;TsuyoshiHoriguchi","Probabilistic, Iterated and Quantum-Iterated Computational Methods in Gray-Level Image Restration,","Interdisciplinary Information Sciences Postscript","4","172"
"KazuyukiTanaka;TsuyoshiHoriguchi","Solvable Markov Random Field Model in Color Image Restoration,","Physical Review E Article Postscript","4","173"
"KazuyukiTanaka;TohruMorita;KazuoHIROIKE","Spin Pair Correlation Function of the Ising Model on the Brickwork Lattice with Second Neighbor Interactions ","Physica A","4","174"
"MakotoKikuchi","On Formalization of Model-Theoretic Proofs of G&ouml;del's Theorems ","Notre Dame Journal of Formal Logic","4","175"
"TohruMorita;KazuyukiTanaka","Cluster ZTP in the Recovery of an Image ","Pattern Recognition Letters","4","176"
"TohruMorita;KazuyukiTanaka","Diagrammatical Techniques for Two-Dimensional Ising models III Ising Model to Vertex Model ","Journal of the Physical Society of","4","177"
"TohruMorita;KazuyukiTanaka","Determination of Parameters in an Image Recovery by Statistical-mechanical Means ","Physica A","4","178"
"TohruMorita;KazuyukiTanaka","Generalized Heisenberg model of spin $S$ Greater than $ / $ equivalent to those of spin $ / $ or $ $ ","Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea","4","179"
"TohruMorita;KazuyukiTanaka","Generalized Heisenberg Model of Spin $S$ Greater than $ / $ Equivalent to that of Spin $ / $ ","Journal of the Physical Society of","4","180"
"TohruMorita;KazuyukiTanaka","Generalized $t$-$J$ Model with General Half-odd-integral Spin $S$ ","Physics Letters A","4","181"
"TohruMorita;KazuyukiTanaka","A Lattice Model of Flux Lines ","Physics Letters A see also Physics Letters A p","4","182"
"KazuyukiTanaka","Staistical-mechanical Iterative Algorithm by means of Cluster Variation Method in Compound Gauss-Markov Random Field Model,","Transactions of Japanese Society for Artificial Intelligence","4","183"
"TohruMorita;KazuyukiTanaka;KazuoHiroike","One-Dimension Binary Mixture of Hard Rods with Non-Additive Distances of Contact ","Molecular Physics","4","184"
"KazuyukiTanaka;MikakoIchioka;TohruMorita","Statistical-Mechanical Algorithm in MRF Model based on Variational Principle,","Proceedings of the th international conference Pattern Recognition II Track B Pattern Recognition and Signal Analysis IEEE Computer Society Press Los Alamos Carifornia File","4","185"
"YasuoMurai;KazuyukiTanaka;TohruMorita","Numerical Study of D ANNNI model in the Cluster Variation Method ","Physica A","4","186"
"KazuyukiTanaka;TohruMorita","Statistical-mechanical Study of the Image Restoration based on the Markov Random Field Model,","Proceedings of international Workshop Soft Computing Industory Muroran Institute of Technology Press Muroran","4","187"
"KazuyukiTanaka;TohruMorita","Statistical-Mechanical Iterative Algorithm for Image Restoration of a Gray Level Image,","IEICE Transactions A J A Japanese","4","188"
"KazuyukiTanaka;MikakoIchioka;TohruMorita","Statistical-Mechanical Iterative Method in Image Restoration,","IEICE Transactions A J A Japanese","4","189"
"KazuyukiTanaka;TohruMorita","Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Checkerboard Lattice ","Progress of Theoretical Physics","4","190"
"KazuyukiTanaka;TohruMorita","Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Generalized Kagom\'{e} Lattice ","Journal of the Physical Society of","4","191"
"KazuyukiTanaka;TohruMorita","Asymptotic Behaviors of Modified Block Toeplitz Determinant ","Progress of Theoretical Physics","4","192"
