"Coauthor","Paper","Journal","AuthorID","PaperID"
"DaeEunKim","Handling Continuous-Valued Attributes in Decision Tree with Neural Network Modelling ","ECML European Conference Machine Learning","11","45"
"DaeEunKim","Instance-Based Method to Extract Rules from Neural Networks ","ICANN Int Conference Artificial Neural Networks","11","46"
"DaeEunKim","Rule Reduction over Numerical Attributes in Decision Tree Using Multilayer Perceptron ","PAKDD Pacific Asia Conference Knowledge Discovery and Data Mining","11","47"
"JungJinLee","An Adaptable Dialog Interface Agent Using Meta-Rules ","FLAIRS The AI Research Society Conference Conference","11","48"
"SukIYoo;YongSChoi","Hierarchically Organized Neural Net Agents for Distributed Web Information Retrieval ","COMPSAC International Computer Software and Applications Conference","11","49"
"PCWong","Performance Analysis of a Pull-Based Parallel Video Server ","IEEE Trans Parallel Distrib Syst","12","50"
"YWWong;JackYBLee","Recursive Patching An Efficient Technique for Multicast Video Streaming,","Proc th International Conference Information Systems ICEIS International Conference Information Systems Angers","12","51"
"PCWong","Redundant Array of Inexpensive Servers RAIS for On-Demand Multimedia Services ","ICC International Conference Communications","12","52"
"JackYBLee","On a Unified Architecture for Video-on-Demand Services,","IEEE Transactions Multimedia","12","53"
"JackYBLee;PCWong","Performance Analysis of a Pull-Based Parallel Video Server,","IEEE Transactions Parallel and Distributed Systems","12","54"
"JackYBLee","Parallel Video Servers A Tutorial,","IEEE Multimedia","12","55"
"JackYBLee","Optimizing Channel Allocation in a Unified Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology","12","56"
"PCWong","A Server Array Approach for Video-On-Demand Service on Local Area Networks ","INFOCOM The Conference Computer Communications","12","57"
"JackYBLee","Supporting Server-Level Fault Tolerance in Concurrent-Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology","12","58"
"PCWong","The Effect of Function Noise on GP Efficiency ","Evo Workshops","12","59"
"JackYBLee;WTLeng","Study of a Server-less Architecture for Video-on-Demand Applications,","Proc IEEE International Conference Multimedia and Expo Lausanne","12","60"
"YBLee;PCWong","Designing a Server Array System for Multimedia World-Wide-Web Services,","Workshop Resource Management Computer Systems and Networks Eighth IEEE Symposium Parallel and Distributed Processing New Orleans","12","61"
"JackYBLee","Staggered Push - A Linearly Scalable Architecture for Push-Based Parallel Video Servers,","IEEE Transactions Multimedia","12","62"
"YBLee;PCWong","A Server Array Approach for Video-on-demand Service on Local Area Networks,","Proc IEEE INFOCOM The Conference Computer Communications","12","63"
"JackYBLee;JohnCSLui","Automatic Recovery from Disk Failure in Continuous-Media Servers,","IEEE Transactions Parallel and Distributed Systems","12","64"
"YBLee;PCWong","Storage Rebuild for Automatic Failure Recovery in Video-on-Demand Servers,","Proc IEEE ISCE","12","65"
"RaymondWTLeung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System ","ICPADS International Conference Parallel and Distributed Systems","12","66"
"WTLeung;JackYBLee","A Server-less Architecture for Building Scalable, Reliable, and Cost-Effective Video-on-demand Systems,","Internet Workshop Collaborative Computing Higher Education Peer to Peer and Beyond","12","67"
"","Parallel Video Servers: A Tutorial ","IEEE MultiMedia","12","68"
"PHChan;JackYBLee","An Efficient Disk-Array-Based Server Design for a Multicast Video Streaming System,","Proc IEEE th International Conference Application specific Systems Architectures and Processors ASAP Hague","12","69"
"CYChan","On Transmission Scheduling in a Server-Less Video-on-Demand System ","Euro Par","12","70"
"TKHo;JackYBLee","A Novel Redundant Data Update Algorithm for Fault-Tolerant Server-less Video-on-Demand Systems,","Proc High Performance Large Scale Computing HP LSC Conference Nottingham UK","12","71"
"TszKinHo","A Row-Permutated Data Reorganization Algorithm for Growing Server-less Video-on-Demand Systems ","CCGRID","12","72"
"HLLai;JackYBLee;LKChen","A Monotonic-Decreasing Rate Scheduler for Variable-Bit-Rate Video Streaming,"," IEEE Transactions Circuits and Systems for Video Technology","12","73"
"TKHo;JackYBLee","A Row-Permutated Data Reorganization Algorithm for Server-less Video-on-Demand Systems,","Proc International Symposium Cluster Computing and the Grid","12","74"
"LSLam;JackYBLee;SCLiew;WWang","A Transparent Rate Adaptation Algorithm for Streaming Video over the Internet,","Proc th International Conference Advanced Information Networking and Applications AINA Advanced Information Networking and Applications Fukuoka","12","75"
"TszKinHo","A Transpositional Redundant Data Update Algorithm for Growing Server-Less Video Streaming Systems ","Peer to Peer Computing","12","76"
"JackYBLee","Buffer Management and Dimensioning for a Pull-Based Parallel Video Server,","IEEE Transactions Circuits and Systems for Video Technology","12","77"
"ChunWaiKong","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System ","ICPADS International Conference Parallel and Distributed Systems","12","78"
"JackYBLee","Channel Folding An Algorithm to Improve Efficiency of Multicast Video-on-Demand Systems,"," IEEE Transactions Multimedia","12","79"
"HLLai;LKChen;JackYBLee","VBR Video Delivery Using Monotonic-Decreasing Rate Scheduling,","Proc IEEE International Symposium Circuits and Systems Sydney","12","80"
"WCLiu;JackYBLee","Constrained Consonant Broadcasting A Generalized Periodic Broadcasting Scheme for Large Scale Video Streaming,","Proc IEEE International Conference Multimedia and Expo ICME U S A","12","81"
"JackYBLee","Concurrent Push - A Scheduling Algorithm for Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology","12","82"
"JohnCSLui","Automatic Recovery from Disk Failure in Continuous-Media Servers ","IEEE Trans Parallel Distrib Syst","12","83"
"JackYBLee;WTLeung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System,","Proc International Conference Parallel and Distributed Systems","12","84"
"PCWong;YBLee","Redundant Array of Inexpensive Servers Canada, June , , - ","ICC International Conference Communications","12","85"
"JackYBLee;PCWong","Design and Performance Evaluation of A Multimedia Web Server,","Journal of Visual Communication and Image Representation","12","86"
"HPSze;SCLiew;JackYBLee;CSYip","A Multiplexing Scheme for H Voice-over-IP Applications,","IEEE Journal Selected Areas Communications","12","87"
"JackYBLee;CHLee","Design, Performance Analysis, and Implementation of a Super-Scalar Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology","12","88"
"HPSze;SCLiew;JackYBLee","A Packet-Loss-Recovery Scheme for Continuous-Media Streaming over Internet,","IEEE Communications Letters","12","89"
"JackYBLee","UVoD A Unified Architecture for Video-on-Demand Services,","IEEE Communications Letters","12","90"
"KongChunWai;JackYBLee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Journal of Information Science and Engineering","12","91"
"VincentCHLee;JackYBLee","Improving UVoD System Efficiency with Batching,","Proc International Conference Software Telecommunications and Computer Networks SoftCOM Crotia","12","92"
"KongChunWai;JackYBLee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Proc International Conference Parallel and Distributed Systems","12","93"
"HoSooLee;JayantKalagnanam;MartinBichler","Winner Determination Algorithms for Electronic Auctions: A Framework Design ","EC ACM Conference Electronic Web","13","94"
"HoSooLee;PriscillaWang","A Visual One-Page Catalog Interface for Analytical Product Selection ","EC ACM Conference Electronic Web","13","95"
"HoSooLee;PriscillaWang","Design and Implementation of a Visual Online Product Catalog Interface ","ICEIS International Conference Information Systems","13","96"
"MarkPodlaseck","Using a starfield visualization for analyzing product performance of online stores ","ACM Conference Electronic","13","97"
"MarkPodlaseck","Visualization and Analysis of Clickstream Data of Online Stores with a Parallel Coordinate System ","EC ACM Conference Electronic Web","13","98"
"EdithSchonberg;MarkPodlaseck;RobertHoch","Visualization and Analysis of Clickstream Data of Online Stores for Understanding Web Merchandising ","Data Mining and Knowledge Discovery","13","99"
"EdithSchonberg;MarkPodlaseck;RobertHoch;StephenGomory","Analysis and Visualization of Metrics for Online Merchandising ","WEBKDD","13","100"
"Sang-gooLee;SuekyungLee","A Framework of Winner Determination Algorithms for Internet Auctions ","Human Society Internet","13","101"
"Jen-YaoChung","Agent-Based Electronic Commerce: Opportunities and Challenges ","ISADS International Symposium Autonomous Decentralized Systems","13","102"
"PrabhudevKonana;SudhaRam","Updating Timestamp Interval for Dynamic Adjustment of Serialization Order in Optimistic Concurrency Control-Time Interval OCCTI Protocol ","Inf Process Lett","13","103"
"","ABSolute: An Information Visualization System for Decision Support in Sourcing ","International Journal of Image and Graphics","13","104"
"DinggangShen;RuihuaMa;WeiXiong","Video Segment Indexing through Classification and Interactive View-Based Query ","ACCV Asian Conference Computer Vision","14","105"
"LiuShengHuang;QingLi;WeiXiong","Experimental Video Database Management System Based on Advanced Object-Oriented Techniques ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","14","106"
"Man-ChingIp;WeiXiong","Net Comparison: A Fast and Effective Method for Classifying Image Sequences ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","14","107"
"RuihuaMa;WeiXiong","Novel Technique for Automatic Key Frame Computing ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","14","108"
"Rui-HuaMa;WeiXiong","Automatic video data structuring through shot partitioning and key-frame computing ","Mach Vis Appl","14","109"
"WeiXiong","Automatic Dominant Camera Motion Annotation for Video Retrieval ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","14","110"
"QingLi;WeiXiong","VIMS: A Video Information Management System ","Multimedia Tools and Applications","14","111"
"Ting-ChuenPong;ZoltanKato","Motion Compensated Color Video Classification Using Markov Random Fields ","ACCV Asian Conference Computer Vision","14","112"
"QingLi","Dynamic Object Clustering for Video Database Manipulations ","VDB Visual Database Systems","14","113"
"AnilKJain;GSudhir","Automatic Classification of Tennis Video for High-Level Content-Based Retrieval ","CAIVD","14","114"
"Ting-ChuenPong;ZoltanKato","Color image segmentation and parameter estimation in a markovian framework ","Pattern Recognition Letters","14","115"
"DongwookKim;JoonwonLee;SeungkyuPark","A Partitioned On-Chip Virtual Cache for Fast Processors,","Journal of Systems Architecture","15","116"
"KisokKong;ManheeKim;JoonwonLee","a Rate Regurating Scheme for Scheme for Scheduling Multimedia Systems,","IEICE Transactions Information and systems","15","117"
"SangbumLee;InbumJung;JoonwonLee","Buddy Coherence: An Adaptive Granularity Handling Scheme for Page-based DSM,","IEICE Transaction Information and Systems to be appeared","15","118"
"Sang-KwonLee;MinheeCho;Hyeon-JuYoon;Seong-BaeEun;HyunsooYoon;JungWanCho;JoonwonLee","Design and Implementation of a Multi-Threaded TMN Agent System"," International Workshop Parallel Computing Aizu","15","119"
"YunseokRhee;JoonwonLee","A Scalable Cache Coherent Architecture for Large-Scale Mesh-Connected Multiprocessors"," rd Int l Symp Parallel Architectures Algorithms and Network Taipei","15","120"
"JoonwonLee;UmakishoreRamachandran","Locks, Directories, and Weak Memory: A Recipe for Scalable Shared Memory Multiprocessors"," Workshop Scalable Shared Memory Multiprocessor Serial","15","121"
"YunseokRhee;JoonwonLee","A Scalable Cache Coherent Scheme Exploiting Wormhole Routing Networks","Fifth International Symposium High Performance Computer Architecture","15","122"
"InseonLee;HyogunLee;JoonwonLee","An Analysis of Deadlock Detection Schemes in Multidatabase Systems"," th Intl Conf Parallel and Distributed Computing Systems Dijon","15","123"
"AnandSiva;GautamSha;JoonwonLee;URamachandran;HVenkat;MemoryMultiprocessors",", International Symposium on Shared Memory Multiprocessors, Serial , Tokyo, - , ","","15","124"
"HyogunLee;JoonwonLee","An Integrated Buffer management Scheme for Very Large Files,","International Journal of Computers and Application","15","125"
"VivekanandVellanki;NissimHarel;NamgeunJeong;JoonwonLee;UmakishoreRamachandran","High Availability for Software DSM"," Eighth Workshop Scalable Shared Memory Multiprocessors Serial","15","126"
"HyogunLee;InseonLee;;JoonwonLee","Performance Comparison of Deadlock Schemes in Multidatabase Systems,","International Journal of Computer applications Technology","15","127"
"HeonYoungYeom;IlhwanKim","Analysis of buffer replacement policies for WWW proxy ","SAC Selected Areas Cryptography","15","128"
"JWLee;URamachandran","Performance Evaluation of Three Parallel Algorithms in Scalable Multiprocessors,","MIT Press","15","129"
"KYoon","Design of a System to Support Security Communication between a Web Proxy and a CGI Program Based on PKI ","ICPADS International Conference Parallel and Distributed Systems","15","130"
"HyogunLee;ManheeKim","A Proportional-Share Scheduler for Multimedia Applications ","ICMCS International Conference Multimedia Computing and Systems","15","131"
"Hyeon-JuYoon;HyunsooYoon;JungWanCho;MinheeCho;Sang-KwonLee;SeongBaeEun","Design and Implementation of a Multi-Threaded TMN Agent System ","ICPP International Conference Parallel Processing Workshops","15","132"
"JeonghwanChoi;HyogunLee;JoonwonLee","A Prefetching File System for WWW Servers"," Int l Symp Internet Technology","15","133"
"InbumJung;JongwoongHyun;JoongsooMa","Two-Phase Barrier: A Synchronization Primitive for Improving the Processor Utilization ","International Journal of Parallel Programming","15","134"
"DWKim;JWLee","A Virtual Cache Architecture for Retaining the Process Working Sets in a Multiprogramming Environment,","IEICE Transactions Information and Systems","15","135"
"DongwookKim;EunjinKim;JoonwonLee","A Virtual Cache Scheme for Improving Cache-Affinity on Multiprogrammed Shared Memory Multiprocessors"," th Int l Conf High Performance Computing Systems and Applications Edmont","15","136"
"DongwookKim","A Virtual-Physical On-Chip Cache for Shared Memory Multiprocessors ","Euro Par","15","137"
"DongwookKim;JoonwonLee","A Virtual-Physical On-Chip Cache for Shared Memory Multiprocessors"," Passau","15","138"
"InhwanKim;HeonYYeom;JoonwonLee","Analysis of Buffer Replacement Policies for WWW Proxy"," th Int l Conf Information Networking Tokyo","15","139"
"ManheeKim;HyogunLee;JoonwonLee","A Proportional-Share Scheduler for Multimedia Applications"," Int l Conf Multimedia Computing and Systems","15","140"
"DongwookKim;JoonwonLee","A Partitioned On-Chip Cache for Reducing Memory Access Latency on Shared Memory Multiprocessors"," th Int l Symp High Performance Computing","15","141"
"JoonwonLee;UmakishoreRamachandran","Architectural Primitives for Scalable Shared Memory Multiprocessors"," ACM Symposium Parallel Algorithm and Architecture Serial Atlantic City","15","142"
"JWLee;URamachandran","A Recipe for Scalable Shared Memory Multiprocessors,","Workshop Shared Memory Multiprocessor","15","143"
"JWLee;URamachandran","Synchronization with Multiprocessor Cache,","Annual International Symposium Computer Architecture Serial","15","144"
"JMa;SCho","Meta-data Update Policy in a Flash Memory File System ","Journal of Research and Practice Information Technology","15","145"
"URamachandran;JWLee","Cache-based Synchronization in Shared Memory Multiprocessors,","Journal of Parallel and Distributed System","15","146"
"UmakishoreRamachandran","Architectural Primitives for a Scalable Shared Memory Multiprocessor ","SPAA ACM Symposium Parallel Algorithms and Architectures","15","147"
"UmakishoreRamachandran","Synchronization with Multiprocessor Caches ","ISCA International Symposium Computer Architecture","15","148"
"YunSeokRhee;JoonwonLee","Locks, Directories, and Synchronization in Shared Memory Multiprocessors,","Kluwer Academic Press","15","149"
"YoonsukRhee;JoonwonLee","A Prefetching Scheme for Image Computing"," IEEE Int l Conf Image Processing Switzerl Rosann","15","150"
"YunSeokRhee;JoonwonLee","A Scalable-Cache coherent Architecture for Large-Scale Mesh-Connected Multiprocessor,","Journal of Systems Architecture","15","151"
"XMa;MWinslett;SYu","Improving MPI-IO Output Performance with Active Buffering Plus Threads,","Proceedings of the International Parallel and Distributed Processing Symposium IPDPS International Parallel and Distributed Processing Symposium Nice","16","152"
"MarianneWinslett;ShengkeYu;XiaosongMa","Active buffering plus compressed migration: an integrated solution to parallel simulations' data transport needs ","ICS International Conference Supercomputing","16","153"
"MarianneWinslett;ShengkeYu;XiaosongMa","Declustering Large Multidimensional Data Sets for Range Queries over Heterogeneous Disks ","SSDBM Statistical and Scientific Database Management","16","154"
"MarianneWinslett;Szu-WenKuo;YingChen;YongCho","Efficient Input and Output for Scientific Simulations ","IOPADS I O Parallel and Distributed Systems","16","155"
"MarianneWinslett;ShengkeYu;XiaosongMa","Faster Collective Output through Active Buffering ","IPDPS International Parallel and Distributed Processing Symposium","16","156"
"MarianneWinslett;ShengkeYu;XiaosongMa","Improving MPI-IO Output Performance with Active Buffering Plus Threads ","IPDPS International Parallel and Distributed Processing Symposium","16","157"
"MarianneWinslett;ShengkeYu;XiaosongMa","Enhancing Data Migration Performance via Parallel Data Compression ","IPDPS International Parallel and Distributed Processing Symposium","16","158"
"MarianneWinslett;Szu-WenKuo;YongCho","New GDM-based Declustering Methods for Parallel Range Queries ","IDEAS International Database Engineering and Application Symposium","16","159"
"MarianneWinslett;Szu-WenKuo;YingChen;YongECho","Parallel I/O for scientific applications on heterogeneous clusters: a resource-utilization approach ","International Conference Supercomputing","16","160"
"MarianneWinslett;PeterBrezany","Parallel I/O Support for HPF on Computational Grids ","ISHPC High Performance Computing","16","161"
"MarianneWinslett;ShengkeYu;XiaosongMa","Tuning high-performance scientific codes: the use of performance models to control resource usage during data migration and I/O ","ICS International Conference Supercomputing","16","162"
"MWinslett;XMa;SYu","Active Buffering Plus Compressed Migration: An Integrated Solution to Parallel Simulations¡¯ Data Transport Needs,","Proceedings of the International Conference Supercomputing ICS International Conference Supercomputing New","16","163"
"MWinslett;XMa;SYu","Declustering Large Multidimensional Data Sets for Range Queries over Heterogeneous Disks,","Proceedings of the International Conference Scientific and Statistical Database Management SSDBM Statistical and Scientific Database Management","16","164"
"MWinslett;XMa;SYu","Enhancing Data Migration Performance via Parallel Data Compression,","Proceedings of the International Parallel and Distributed Processing Symposium IPDPS International Parallel and Distributed Processing Symposium Fort Lauderdale","16","165"
"XMa;MWinslett;SYu","Faster Collective Output through Active Buffering,","Proceedings of the International Parallel and Distributed Processing Symposium IPDPS International Parallel and Distributed Processing Symposium Fort Lauderdale","16","166"
"Jhing-FaWang;Lian-YingLiu;Ming-HwaSheu","An Expandable Chip Desing for Gray-scale Morphological Operations ","ISCAS IEEE International Symposium Circuits and Systems","17","167"
"An-NanSuen;Jhing-FaWang;Lian-YingLiu;Ming-HwaSheu","A High Throughput-Rate Architecture for * -D DCT ","ISCAS IEEE International Symposium Circuits and Systems","17","168"
"Chu-SingYang;Jhing-FaWang;Tsung-ChuanHuang","Graph theoretic characterization and reliability of the generalized Boolean n-cube network ","Parallel Computing","17","169"
"Jhing-FaWang;Tah-YuanKuo","Enhancing the multiple-fault detection of single-fault test sets ","Computer Aided Design","17","170"
"Chin-ShyurngFahn;Jhing-FaWang","An Adaptive Reduction Procedure for the Piecewise Linear Approximation of Digitized Curves ","IEEE Transactions Pattern Analysis and Machine Intelligence","17","171"
"Chiou-YingLee;Erl-HueiLu","Bit-Parallel Systolic Multipliers for GF m Fields Defined by All-One and Equally Spaced Polynomials ","IEEE Trans Computers","17","172"
"JFWang;TYKuo","A New Approach to Derive Robust Sets for Stuck-open Faults in CMOS Combinational Logic Circuits ","DAC Design Automation Conference","17","173"
"JFWang;TYKuo","A Fault Analysis Method for Synchronous Sequential Circuits ","DAC Design Automation Conference","17","174"
"TConlon;RCox;JMcKendree;KStenning","Investigating representational competence in secondary school students","","18","175"
"RCox;JMcKendree;RTobin;TMayes","Vicarious learning from dialogue and discourse: A controlled comparison","","18","176"
"RCoyne","CAD On-Line","","18","177"
"RCoyne;MRamscar;KZreik","Design and the Net: Proceedings of the th International EuropIA Conference","","18","178"
"CGurr;KStenning","Theories of diagrammatic reasoning: distinguishing component problems","","18","179"
"DHe;GRitchie","Disambiguation between Visual Display and Represented Domain in Multimodal Interfaces","","18","180"
"DHe;GRitchie","Referring to displays in multimodal interfaces","","18","181"
"DaqingHe;GraemeRitchie","Resolving References to Graphical Objects in Multimodal Queries by Constraint Satisfaction ","ICMI Advances Multimodal Interfaces","18","182"
"RInder;JKilgour","Automatic Generation of Diagrammatic Web Site Maps","","18","183"
"JonathanKilgour;RobertInder","Automatic generation of diagrammatic Web site maps ","SAC Selected Areas Cryptography","18","184"
"","Graphics and natural language in design and instruction","","18","185"
"","Graphics and natural language in multi-modal dialogues","","18","186"
"JMcKendree;FDineen;RCox","Vicarious learning: dialogue and multimodality","","18","187"
"JMcKendree;KStenning;TMayes;RCox","Why observing a dialogue may benefit learning","","18","188"
"BKemp;TManz","Knowledge-based graphical dialogue","","18","189"
"JMcKendree;FDineen;JTMayes","The Vicarious Learner: discussion as learning resource and learning task","","18","190"
"JMcKendree;FinbarDineen;TerryMayes","Learning vicariously in a distributed environment","","18","191"
"JMcKendree;FDineen;JTMayes","The Vicarious Learner: helping students 'listen in' to learn","","18","192"
"JMcKendree;FDineen;RCox;TMayes;KStenning","Modality, Representation and Educational Technology","","18","193"
"NHariNarayanan;PatrickGTHealey;YasuhiroKatagiri","Introduction: interactive graphical communication ","Int J Hum Comput Stud","18","194"
"KStenning","Anaphora in Multimodal Discourse","","18","195"
"IreneNeilson","Conversations with graphics: implications for the design of natural language/graphics interfaces ","Int J Hum Comput Stud","18","196"
"","Words and pictures -- Goodman revisited","","18","197"
"MRamscar;HPain","A cognitively based approach to computer integration for design systems","","18","198"
"HZeevat","Integrating graphics and natural language in dialogue","","18","199"
